,id,pmid,source,doi,authors,journal,title,abstract,year,language
0,1,,web_of_science,10.32598/RJ.26.4.4128.1,"Piri, E; Jafarnezhadgero, A; Dehghani, M",ARCHIVES OF REHABILITATION,Effects of Insole Type and Fatigue on the Electrical Activity of Lower Limb Muscles During Runningin Men With Foot Pronation andACLReconstruction: A Clinical Trial,"Objective The purpose of this study was to investigate the effects of different types of insoles and fatigue on the electrical activity of lower limb muscles during running in men with foot pronation (FP) at different post-anterior cruciate ligament reconstruction (ACLR) times.<br /> Materials & Methods In this randomized clinical trial, 30 men with ACLR-FP, along and 10 healthy men, participated. A wireless surface electromyography (EMG) system was used to record the electrical activity of lower limb muscles during different phases of running. The participants were evaluated wearing four different insoles (control shoe, placebo insole, arch support insole, and double-density insole) before and after fatigue induced using a treadmill and assessed based on Borg's Rating of Perceived Exertion scale. Data were analyzed using repeated measures analysis of variance (ANOVA) and the Bonferroni post-hoc test, considering a significance level of P <= 0.05.<br /> Results Under the placebo insole use condition, the fatigue-group interaction effect showed a significant increase for the biceps femoris (BF) during the loading response phase (P=0.038; effect size [d]=0.200) and for the gluteus medius (GM) during the mid-stance phase (P=0.048; d=0.019). Under the arch-support insole use condition, the fatigue-group interaction effect demonstrated a statistically significant increase for the BF during the mid-stance (P=0.045; d=0.019) and push-off (P=0.040; d=0.020) phases. Under the double-density insole use condition, the fatigue-group interaction effect showed a statistically significant decrease for the tibialis anterior (TA) during the mid-stance phase (P=0.039; d=0.001); for the gastrocnemius (GC) during the push-off phase (P=0.035; d=0.217); and for the TA during the deceleration phase (P=0.002; d=0.100).<br /> Conclusion It seems that both fatigue and the use of different insoles can alter the neuromuscular activity pattern in men with ACLR-FP. The arch-support and double-density insoles have greater potential to mitigate the negative effects of fatigue and improve muscle electrical activity, particularly in patients in the early post-ACLR period (<6 months).",2026,English
1,2,38551115.0,web_of_science,10.1177/03635465231225984,"Allende, F; Allahabadi, S; Sachdev, D; Gopinatth, V; Berreta, RS; Laprade, RF; Chahla, J",AMERICAN JOURNAL OF SPORTS MEDICINE,Comparing Clinical Outcomes and Knee Stability in Remnant- Preserving ACL Reconstruction Versus Standard ACL Reconstruction: A Systematic Review and Meta-analysis,"Background: Anterior cruciate ligament reconstruction (ACLR) is one of the most frequently performed procedures in sports medicine, and undesirable outcomes still may range from 3-18%. One technique that has been explored to improve outcomes is preservation of the ACL remnant tibial stump, as opposed to stump debridement, at the time of reconstruction.Purpose: To review current high-level evidence and compare remnant-preserving anterior cruciate ligament reconstruction (ACLR) versus standard ACLR in terms of clinical outcomes and measures of knee stability.Hypothesis: ACLR with remnant preservation would result in improved clinical outcomes and knee stability measures.Study Design: Systematic review; Level of evidence, 2.Methods: A systematic review of randomized controlled trials (RCTs) and cohort studies comparing remnant-preserving ACLR with standard ACLR with a minimum level of evidence of 2 was performed. Extracted data were summarized as general information, surgical characteristics, postoperative clinical outcomes, knee stability, graft evaluation, tunnel assessment, and postoperative complications. When feasible, a meta-analysis was performed.Results: Seven RCTs and 5 cohort studies met the inclusion criteria. In total, 518 patients underwent remnant-preserving ACLR and 604 patients underwent standard ACLR. Ten studies performed the reconstruction with hamstring tendon (HT) autografts, 1 study with HT and bone-patellar tendon-bone autografts, and 1 study with HT and tibialis anterior allografts. On meta-analysis, remnant-preserving ACLR provided comparable outcomes with respect to International Knee Documentation Committee grades or Tegner scores. Even though there was a significant improvement in Lysholm scores (mean difference, -1.9; 95% CI, -2.89 to -0.91; P = .0002) with the remnant-preserving technique, this did not exceed previously reported minimal clinically important difference values. Remnant-preserving ACLR demonstrated superior knee stability in terms of patients achieving negative pivot shift when compared with the control group (88.89% vs 79.92%; P = .006). Although there was a significant improvement in the side-to-side difference in anterior tibial translation favoring remnant preservation (P = .004), the mean difference was 0.51 mm.Conclusion: Remnant-preserving ACLR, primarily with HT autografts, results in comparable clinical outcome scores and significantly improved knee stability relative to standard ACLR without remnant preservation without increasing the complication rate. Further studies will help clarify if remnant-preserving ACLR also has benefits in terms of enhancing graft integration and maturation, improving proprioception, limiting tunnel enlargement, and reducing complications.",2024,English
2,3,35114581.0,web_of_science,10.1016/j.jbiomech.2022.110957,"Zandiyeh, P; Parola, LR; Fleming, BC; Beveridge, JE",JOURNAL OF BIOMECHANICS,Wavelet analysis reveals differential lower limb muscle activity patterns long after anterior cruciate ligament reconstruction,"The purpose of this study was to test whether differences in muscle activity patterns between anterior cruciate ligament-reconstructed patients (ACLR) and healthy controls could be detected 10 to 15 years post-surgery using a machine learning classification approach. Eleven ACLR subjects and 12 healthy controls were recruited from an ongoing prospective randomized clinical trial. Surface electromyography (EMG) signals were recorded from gastrocnemius medialis and lateralis, tibialis anterior, vastus medialis, rectus femoris, biceps femoris, and semitendinosus muscles. Muscle activity was analyzed using wavelet analysis and examined within four sub phases of the hop test, as well as an average of the task as a whole. K-nearest neighbor machine learning combined with a leave-one-out validation was used to classify the muscle activity patterns as either ACLR or Control. When muscle activity was averaged across the whole hop task, activity patterns for all muscles except the tibialis anterior were identified as being different between the study cohorts. ACLR patients demonstrated continuous muscle activities that spanned take-off, airborne, and landing hop phases versus healthy controls who displayed timed and regulated islets of muscle activities specific to each hop phase. The most striking features were 25-50% greater relative quadriceps intensity and approximately 66% diminished biceps femoris intensity in ACLR patients. The current findings are in contrast to previous work using conventional co-contraction and muscle activation onset EMG measures of the same dataset, underscoring the sensitivity and potential of the wavelet approach coupled with machine learning to reveal meaningful adaptation strategies in this at-risk population.",2022,English
3,4,28840143.0,web_of_science,10.1177/2325967117719695,"Rose, M; Crawford, D",ORTHOPAEDIC JOURNAL OF SPORTS MEDICINE,Allograft Maturation After Reconstruction of the Anterior Cruciate Ligament Is Dependent on Graft Parameters in the Sagittal Plane,"Background: Allograft healing (ligamentization) after reconstruction of the anterior cruciate ligament (ACL) is dependent on multiple factors, including tissue processing, host biologic environment, and biomechanical stressors. Magnetic resonance imaging (MRI) can be used to assess graft maturation after ACL reconstruction. Hypothesis: A significant difference will exist in the MRI analysis between 2 distinct allograft constructs. Specifically, the MRI signal-to-noise quotient (SNQ) value will be smaller in quadrupled hamstring tendon (HT) allografts compared with doubled tibialis anterior (TA) allografts due to the difference in graft geometry (surface area-to-volume ratio). Study Design: Cohort study; Level of evidence, 2. Methods: Prospectively collected data from a subset of patients who participated in a randomized controlled trial at a single center from July 2010 to April 2012 were reviewed. Patients underwent ACL reconstruction using either HT or TA allografts. Six months postoperatively, 32 patients underwent noncontrast MRI to assess ligamentization. The SNQ was calculated for the allograft using sagittal noncontrast T2-weighted MRI as follows: SNQ = (S-graft - S-qaudriceps)/S-backgroud. Graft properties including sagittal and coronal angle as well as tibial and femoral tunnel location were measured. All participants completed validated patient-reported outcome measures preoperatively and at 2 years postoperatively. Results: The mean MRI SNQ for the HT and TA allografts was 2.56 2.41 and 3.15 +/- 3.38, respectively (P = .57). For the entire group, there was a significant correlation between MRI SNQ and both sagittal graft angle (P = .02) and sagittal tibial tunnel position (P < .001). We did not find a significant correlation between the tibial tunnel location in the coronal plane, coronal graft angle, or location of the femoral tunnel and the MRI SNQ. Conclusion: Allograft ligamentization 6 months postoperatively, as assessed by MRI, is dependent on position of the tibial tunnel in the sagittal plane as well as sagittal graft orientation. We did not detect a difference in graft maturation at 6 months between the tibialis anterior and hamstring tendon allografts. This is the only study to our knowledge that directly compares quadrupled HT allografts and doubled TA allografts using postoperative MRI.",2017,English
4,5,27282110.0,web_of_science,10.1016/j.arthro.2016.04.024,"Li, J; Kong, FL; Gao, XD; Shen, Y; Gao, SJ",ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,"Prospective Randomized Comparison of Knee Stability and Proprioception for Posterior Cruciate Ligament Reconstruction With Autograft, Hybrid Graft, and γ-Irradiated Allograft","Purpose: To evaluate posterior stability and proprioception after arthroscopic posterior cruciate ligament reconstruction with autograft, hybrid graft, and gamma-irradiated allograft. Methods: This prospective, randomized controlled trial (with 5 years' follow-up) included 90 patients who underwent posterior cruciate ligament reconstruction with autograft (gracilis and semitendinosus tendons), hybrid graft (gamma-irradiated tibialis anterior tendon allograft and semitendinosus tendon autograft), or gamma-irradiated allograft (tibialis anterior tendons). All the gamma-irradiated allografts (tibialis anterior tendons) received an irradiation dose of 2.5 Mrad before distribution. Patients in this study had undergone a preoperative magnetic resonance imaging scan and physical examination. Patients were excluded from the study if they had a concomitant injury to other knee ligaments, previous surgery on the injured knee, or articular cartilage lesions greater than Outerbridge grade II. Clinical and proprioceptive evaluation results were collected preoperatively and at 3, 6, 12, 24, 36, and 60 months after surgery. Results: The autograft, allograft, and hybrid graft groups were followed up for 5.5 +/- 0.2 months (range, 5 to 6 years), 5.7 +/- 0.3 months (range, 5 to 6 years), and 5.6 +/- 0.5 months (range, 5 to 6 years), respectively. No statistically significant differences were found among the 3 groups regarding preoperative demographic factors (P > .05). The differences in physical examination findings and subjective evaluations among the 3 groups were not significant (P > .05). However, a significant difference was detected in instrumented anteroposterior measurements, with more laxity shown in the g-irradiated allograft group than in the other 2 groups (P = .006). Conclusions: The differences in proprioceptive and functional outcomes among the 3 groups were not significant. In contrast, a significant difference was detected in instrumented anteroposterior measurements, which showed more laxity in the gamma-irradiated allograft group than in the other 2 groups. However, this may not be clinically significant.",2016,English
5,6,26311445.0,web_of_science,10.1177/0363546515596406,"Bottoni, CR; Smith, EL; Shaha, J; Shaha, SS; Raybin, SG; Tokish, JM; Rowles, DJ",AMERICAN JOURNAL OF SPORTS MEDICINE,"Autograft Versus Allograft Anterior Cruciate Ligament Reconstruction: A Prospective, Randomized Clinical Study With a Minimum 10-Year Follow-up","Background: The use of allografts for anterior cruciate ligament (ACL) reconstruction in young athletes is controversial. No long-term results have been published comparing tibialis posterior allografts to hamstring autografts. Purpose: To evaluate the long-term results of primary ACL reconstruction using either an allograft or autograft. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: From June 2002 to August 2003, patients with a symptomatic ACL-deficient knee were randomized to receive either a hamstring autograft or tibialis posterior allograft. All allografts were from a single tissue bank, aseptically processed, and fresh-frozen without terminal irradiation. Graft fixation was identical in all knees. All patients followed the same postoperative rehabilitation protocol, which was blinded to the therapists. Preoperative and postoperative assessments were performed via examination and/or telephone and Internet-based questionnaire to ascertain the functional and subjective status using established knee metrics. The primary outcome measures were graft integrity, subjective knee stability, and functional status. Results: There were 99 patients (100 knees); 86 were men, and 95% were active-duty military. Both groups were similar in demographics and preoperative activity level. The mean and median ages of both groups were identical at 29 and 26 years, respectively. Concomitant meniscal and chondral pathologic abnormalities, microfracture, and meniscal repair performed at the time of reconstruction were similar in both groups. At a minimum of 10 years (range, 120-132 months) from surgery, 96 patients (97 knees) were contacted (2 patients were deceased, and 1 was unable to be located). There were 4 (8.3%) autograft and 13 (26.5%) allograft failures that required revision reconstruction. In the remaining patients whose graft was intact, there was no difference in the mean Single Assessment Numeric Evaluation, Tegner, or International Knee Documentation Committee scores. Conclusion: At a minimum of 10 years after ACL reconstruction in a young athletic population, over 80% of all grafts were intact and had maintained stability. However, those patients who had an allograft failed at a rate over 3 times higher than those with an autograft.",2015,English
6,7,25108904.0,web_of_science,10.1016/j.arthro.2014.05.040,"Cvetanovich, GL; Mascarenhas, R; Saccomanno, MF; Verma, NN; Cole, BJ; Bush-Joseph, CA; Bach, BR",ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,Hamstring Autograft Versus Soft-Tissue Allograft in Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Randomized Controlled Trials,"Purpose: To compare outcomes of anterior cruciate ligament (ACL) reconstruction with hamstring autograft versus softtissue allograft by systematic review and meta-analysis. Methods: A systematic review of randomized controlled studies comparing hamstring autograft with soft-tissue allograft in ACL reconstruction was performed. Studies were identified by strict inclusion and exclusion criteria. Descriptive statistics were reported. Where possible, the data were pooled and a metaanalysis was performed using RevMan software (The Nordic Cochrane Centre, The Cochrane Collaboration, Copenhagen, Denmark). Dichotomous data were reported as risk ratios, whereas continuous data were reported as standardized mean differences and 95% confidence intervals. Heterogeneity was assessed by use of I-2 for each meta-analysis. Study methodologic quality was analyzed with the Modified Coleman Methodology Score and Jadad scale. Results: Five studies with 504 combined patients (251 autograft and 253 allograft; 374 male and 130 female patients) with a mean age of 29.9 +/- 2.2 years were included. The allografts used were fresh-frozen hamstring, irradiated hamstring, mixture of fresh-frozen and cryopreserved hamstring, fresh-frozen tibialis anterior, and fresh-frozen Achilles tendon grafts without bone blocks. The mean follow-up period was 47.4 +/- 26.9 months, with a mean follow-up rate of 83.3% +/- 8.6%. Two studies found a longer operative time with autograft than with allograft (77.1 +/- 2.0 minutes v 59.9 +/- 0.9 minutes, P = .008). Meta-analysis showed no statistically significant differences between autografts and allografts for any outcome measures (P > .05 for all tests). One study found significantly greater laxity for irradiated allograft than for autograft. The methodologic quality of the 5 studies was poor, with a mean Modified Coleman Methodology Score of 54.4 +/- 6.9 and mean Jadad score of 1.6 +/- 1.5. Conclusions: On the basis of this systematic review and meta-analysis of 5 randomized controlled trials, there is no statistically significant difference in outcome between patients undergoing ACL reconstruction with hamstring autograft and those undergoing ACL reconstruction with soft-tissue allograft. These results may not extrapolate to younger patient populations. The methodology of the available randomized controlled trials comparing hamstring autograft and soft-tissue allograft is poor.",2014,English
7,8,22840988.0,web_of_science,10.1016/j.arthro.2012.05.010,"Lawhorn, KW; Howell, SM; Traina, SM; Gottlieb, JE; Meade, TD; Freedberg, HI",ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,"The Effect of Graft Tissue on Anterior Cruciate Ligament Outcomes: A Multicenter, Prospective, Randomized Controlled Trial Comparing Autograft Hamstrings With Fresh-Frozen Anterior Tibialis Allograft","Purpose: To compare the results and outcome of anterior cruciate ligament (ACL) reconstruction using autogenous hamstring tendon versus fresh-frozen allograft anterior tibialis tendon. Methods: A prospective randomized study was conducted from September 2002 to October 2006. We randomized 147 patients to undergo ACL reconstruction with either autogenous hamstring or fresh-frozen allograft anterior tibialis tendon. Of these patients, 102 (69%) completed a minimum of 2 years' follow-up. There were 54 patients in the hamstring group (73% of those originally enrolled in the group) and 48 patients in the allograft group (66%). All patients underwent standardized subjective and objective evaluation with functional outcome assessments (International Knee Documentation Committee [IKDC]), and standardized radiographs were also obtained. Results: The mean age was 32.0 years for the autograft group and 33.3 years for the allograft group. There was no difference in stability between the 2 groups (P > .05). The mean IKDC subjective score was 91.0 for the autograft group and 90.9 for the allograft group (P > .05). The functional IKDC scores for the autograft group were normal in 46 patients (85%), nearly normal in 7 patients (13%), and severely abnormal in 1 patient. For the allograft group, the functional IKDC scores were normal in 43 patients (90%) and nearly normal in 5 (10%) (P > .05). There were 4 reoperations in the allograft group and 3 reoperations in the autograft group. No patient underwent revision ACL surgery or planned to undergo revision surgery because of instability in either group during the study period despite the 1 patient in the autograft group with a pivot shift and a maximum manual KT measurement (MEDmetric, San Diego, CA) of 5 mm. Conclusions: The use of fresh-frozen anterior tibialis allograft (non-treated) for ACL reconstruction produced similar subjective and functional outcomes at 24 months' minimal follow-up compared with patients undergoing ACL reconstruction with autograft hamstring tendon. Level of Evidence: Level II, prospective comparative study.",2012,English
