,id,pmid,source,doi,authors,journal,title,abstract,year,language
0,1,41758993.0,web_of_science,10.1002/ksa.70354,"Boer, BC; Brouwer, RW; Heuvel, JO; de Vries, AJ; van der Wal, WA; Rompen, JC; van Houten, AH; Hoogeslag, RAG",KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,Quadriceps tendon autograft is not inferior to bone-patellar tendon-bone or hamstring autograft in anterior cruciate ligament reconstruction in terms of subjective patient-reported outcomes: Two-year results of a multicenter randomised controlled study,"Purpose: To evaluate the effectiveness of quadriceps tendon (QT) compared to bone-patellar tendon-bone (BPTB) and hamstring tendon (HT) autografts in anterior cruciate ligament reconstruction (ACLR) regarding patient-reported outcomes 2 years postoperatively. Methods: Patients undergoing primary isolated ACLR were stratified and randomised to receive a QT, BPTB or HT autograft. The primary outcome was the International Knee Documentation Committee (IKDC) subjective score analysed to assess non-inferiority at 2-year follow-up. Secondary outcomes included Knee Injury and Osteoarthritis Outcome Score, Anterior Cruciate Ligament Quality of Life, Lysholm, Tegner, pain and satisfaction scores, IKDC physical examination score, limb symmetry indices, radiographic osteoarthritis and adverse events including failure. Results: One hundred and thirty-six patients were analysed at 2-year follow-up (50 QT, 42 BPTB, 44 HT); 68%, 62% and 64% were male, with mean ages of 26.4, 25.9 and 25.8 years, respectively. The lower limit of the 95% confidence interval (CI) for the IKDC subjective score for the QT group (95% CI 85.4-91.5) fell within the prespecified noninferiority margin (-10). No statistical between-group differences were found for mean IKDC subjective scores (QT, 88.4 +/- 8.6; BPTB, 85.5 +/- 12.9; HT, 89.2 +/- 12.1). All groups showed significant improvement in patient-reported outcomes over time (p < 0.001), with no significant between-group differences. The HT group demonstrated superior quadriceps strength and triple hop performance at 6 months (all p <= 0.035), which resolved by 1 year. Four clinical failures occurred in the QT group (8.0%), five in the BPTB group (11.9%) and two in the HT group (4.6%) (n.s.). Conclusion: QT autograft is non-inferior to BPTB or HT autograft in isolated ACLR in terms of patient-reported outcomes as measured with the IKDC subjective score two years postoperatively. QT autograft represents a viable option for ACLR.",2026,English
1,2,41733021.0,web_of_science,10.1177/03635465261415842,"Petit, CB; Hussain, ZB; Read, PJ; Mcpherson, AL; Pradip, K; Petushek, EJ; White, MS; Xerogeanes, JW; Lamplot, JD; Myer, GD; Montalvo, AM",AMERICAN JOURNAL OF SPORTS MEDICINE,"Graft Failure Rates in Bone-Patellar Tendon-Bone, Hamstring, and Quadriceps Tendon Autografts in Patients Younger Than 25 Years: A Meta-analysis","Background: Anterior cruciate ligament reconstruction (ACLR) is being increasingly performed in part because of higher injury rates among young athletes (<= 25 years). High allograft failure rates support the use of autograft for ACLR in young patients. However, data examining the failure rates of the different autografts used in this population are lacking.Purpose: The purpose of this study was to compare graft failure rates among bone-patellar tendon-bone (BPTB), hamstring tendon (HT), and quadriceps tendon (QT) autografts in patients <= 25 years old. The secondary aim was to stratify graft failure by potential modifiers, including sex, mean follow-up, time to graft rupture, and concomitant meniscal surgery.Study Design: Systematic review and meta-analysis; Level of evidence, 4.Methods: Studies were included that reported anterior cruciate ligament graft (BPTB, HT, QT) reinjury rates in patients <= 25 years old with a minimum 24 months of follow-up. Studies were excluded if they examined revision ACLR, allograft ACLR, allograft augmentation ACLR, or concomitant lateral extra-articular tenodesis or if they failed to report reinjury rates by graft type and young age (<= 25 years).Results: This review included 46 studies comprising 10,624 patients (HT: n = 6090, 47.0% female, 54.5-month mean follow-up; BPTB: n = 3990, 63.0% female, 63.6-month mean follow-up; QT: n = 544, 40.3% female, 41.6-month mean follow-up). HT exhibited the highest failure rate at 11.1% (95% CI, 8.8%-13.9%). Failure rates for BPTB and QT were 5.1% (95% CI, 3.5%-7.2%) and 2.5% (95% CI, 0.5%-11.2%), respectively. HT had a significantly higher failure rate than BPTB (Q = 13.1; P < .001). There were no significant differences in failure rates between HT and QT (Q = 3.7; P = .06) or between BPTB and QT (Q = 0.8; P = .4). Males and females had a similar risk of graft failure regardless of graft type.Conclusion: The results of this meta-analysis suggest that HT grafts are not the optimal choice for young patients undergoing ACLR. Instead, these patients should consider BPTB to reduce the risk of graft failure. Further research including randomized controlled trials with larger sample sizes are required to determine how QT grafts compare with BPTB grafts in this population.",2026,English
2,3,41717284.0,web_of_science,10.1002/jeo2.70665,"Heinz, M; Lettner, J; Topkarci, YB; Królikowska, A; Ramadanov, N; Ostojic, M; Becker, R; Prill, R",JOURNAL OF EXPERIMENTAL ORTHOPAEDICS,Hamstring autografts favour knee extension strength recovery while quadriceps autografts optimise flexion strength recovery: A systematic review of randomised controlled trials,"Purpose Quadriceps tendon (QT), hamstring tendon (HT) and patellar tendon (PT) autografts are the most common grafts for anterior cruciate ligament reconstruction (ACLR). However, the specific impact of graft selection on postoperative knee extension and flexion strength remains controversial. This systematic review analysed randomised controlled trials (RCTs) comparing isokinetic muscle strength outcomes following primary ACLR using QT, HT or PT autografts.Methods A systematic review was conducted by searching Medline (PubMed), Epistemonikos and ScienceDirect (January 2014-10 May 2025) to identify RCTs that included patients aged >= 16 years undergoing primary, unilateral ACLR using an ipsilateral QT, HT or PT autograft. Studies had to report isokinetic strength outcomes at predefined postoperative intervals (approximately 3, 6, 12 and/or >= 24 months) and at one or more angular velocities. The PRISMA guidelines were followed for literature analysis. Two reviewers independently screened, extracted and appraised data using the JBI Checklist for RCTs. A narrative synthesis was performed due to significant clinical and methodological heterogeneity among the included studies.Results Of 1509 records screened, 13 RCTs met the criteria, encompassing 5 studies using QT, 13 HT and 4 PT. The synthesis revealed distinct recovery patterns: HT autografts showed more favourable recovery of knee extension strength, particularly between 6 and 12 months postoperatively. Conversely, QT autografts consistently resulted in superior recovery of knee flexor strength across all follow-up periods. The results for PT autografts were heterogeneous, showing some short-term advantages but no consistent superiority. Patient-reported outcomes (PROMs) generally improved in all groups, though patterns varied by instrument and time point.Conclusion Current evidence indicates graft-specific profiles of strength recovery after ACLR, with HT autografts favouring knee extension and QT autografts favouring knee flexion recovery. However, heterogeneity in testing protocols, angular velocities and the reporting of limb symmetry indices limits the strength of these conclusions.Level of Evidence Level I.",2026,English
3,4,41562143.0,web_of_science,10.1002/ksa.70275,"Vendrig, T; Keizer, MNJ; Brouwer, RW; Houdijk, H; Hoogeslag, RAG",KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,Similar dynamic tibiofemoral movements during jump-landing and walking but distinct hamstrings strength across ACL reconstruction autograft types at mid-term follow-up,"Purpose: Dynamic tibiofemoral movements following anterior cruciate ligament reconstruction (ACLR) with quadriceps tendon (QT) autografts have not yet been compared to other autografts. We aimed to compare dynamic anterior tibial translation (ATTd) and internal tibial rotation (ITRd) during jump-landing and walking among patients with QT, bone-patellar tendon-bone (BPTB) and hamstrings tendon (HT) autografts at mid-term follow-up. The secondary aim was to compare lower extremity strength among autografts. Methods: Patients were included from a previous randomized controlled trial (randomly received primary ACLR with a QT, BPTB or HT autograft), and were prospectively assessed for additional analyses. Primary outcome measures were side-to-side differences in ATTd and ITRd during the side hop, single-leg hop for distance, triple hop for distance, double-leg drop-jump and walking, measured using 3D optoelectronic motion capture, and statistically analyzed using statistical parametric mapping. Moreover, isometric hamstrings and quadriceps strength limb symmetry index (LSI) were assessed using a dynamometer. Results: Thirty patients were included at 4.7 +/- 1.8 years (range: 1.4-7.2) post-ACLR (n = 10 per autograft; age: 31.0 +/- 4.8 years). No significant between-group differences were observed for side-to-side difference in ATTd and ITRd during all dynamic tasks (p > 0.05). QT and BPTB autograft groups demonstrated greater isometric hamstrings strength LSI (QT = 98.4% vs. BPTB = 99.3% vs. HT = 79.0%; p = 0.02) and greater hamstrings/quadriceps strength ratio LSI (QT = 102.0% vs. BPTB = 104.6% vs. HT = 79.6%; p = 0.01) compared to the HT autograft, but quadriceps strength was similar among autografts. Conclusions: Patients who underwent ACLR with QT autografts demonstrated similar side-to-side differences in ATTd and ITRd compared to patients with BPTB and HT autografts 5 years post-ACLR, without demonstrating graft-harvest-related strength deficits, whereas patients with HT autografts showed persistent hamstrings weakness. Graft selection should consider persistent hamstrings strength deficits in patients with HT autografts, while ATTd and ITRd are not autograft-dependent. These findings support QT autografts as a viable option for ACLR.",2026,English
4,5,41522461.0,web_of_science,10.1177/23259671251401596,"Johns, WL; Voskeridjian, A; Miltenberg, B; Muchintala, R; Dodson, CC; Cohen, SB; Salvo, J; Sherman, M; Ciccotti, MG; Hammoud, S",ORTHOPAEDIC JOURNAL OF SPORTS MEDICINE,"Regional Anesthesia Utilizing Liposomal Bupivacaine, With or Without Dexamethasone, Provides Excellent Pain Control and Minimizes Opioid Consumption Following Anterior Cruciate Ligament Reconstruction","Background: Perioperative nerve blocks are commonly used for regional analgesia with anterior cruciate ligament (ACL) reconstruction (ACLR). Liposomal bupivacaine (LB) is a long-acting anesthetic agent providing up to 72 hours of nerve blockade. It is theorized that the addition of dexamethasone to LB (LB+dex) may prolong the analgesic duration. Purpose: To characterize pain control and opioid consumption with adductor canal block (ACB), interspace between the popliteal artery and capsule of the posterior knee (iPACK), and suprasartorial infiltration (SSI) regional anesthetic techniques utilizing LB after ACLR and to compare LB versus LB+dex. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: Patients undergoing primary ACLR using bone-patellar tendon-bone or quadriceps tendon autograft were included. All patients received an ACB, iPACK, and SSI preoperatively. Patients were randomized to receive either LB or LB+dex for their anesthetic agent. Opioid consumption, visual analog scale (VAS) scores, pain control satisfaction, and duration of block effect were recorded postoperatively. Results: A total of 131 patients were included in the analysis. The mean opioid consumption for all patients was 1.20 +/- 2.42 five-mg oxycodone tablets (8.97 +/- 18.12 morphine milliequivalents [MME]). We did not observe a significant difference in oxycodone consumption between cohorts during the study period (1.42 +/- 2.92 vs 0.97 +/- 1.91; 10.65 +/- 21.90 MME vs 7.28 +/- 14.33 MME; P = .76). An estimated 95.2% of opioids prescribed went unused and 77.1% (101/131) of patients consumed no opioids. There was no significant difference in VAS score, patient satisfaction, or duration of block effect between cohorts. Conclusion: A single shot of LB with or without dexamethasone via ACB, SSI, and iPACK block provided excellent pain control and minimized opioid consumption after autograft ACLR. Nearly 80% of patients did not require opioids postoperatively, making opioid-free ACLR a realistic possibility for many patients. When narcotics were required, the dose of opioids was minimal; patients required 1.2 tablets of oxycodone on average, and >95% of the opioids prescribed went unused. Despite previous reports suggesting a prolonged duration of anesthetic effect when LB is combined with dexamethasone, we found no difference in opioid consumption, VAS score, patient satisfaction, or duration of block effect when patients received dexamethasone with their regional block. The utilization of regional anesthetic techniques such as ACB, SSI, and iPACK blocks in conjunction with LB-based anesthetics could allow providers to curtail or potentially eliminate opioid prescriptions after ACL surgery.",2026,English
5,6,41536854.0,web_of_science,10.1016/j.lanepe.2025.101561,"Sonnery-Cottet, B; Carrozzo, A; Poilvache, H; Fayard, JM; Freychet, B; Thaunat, M; Vieira, TD; Saithna, A",LANCET REGIONAL HEALTH-EUROPE,Anterior cruciate ligament reconstruction combined with anterolateral ligament reconstruction using hamstring autograft versus anterior cruciate ligament reconstruction using bone-patellar tendon-bone autograft: a randomised controlled trial with 5-year follow-up,"Background Anterior Cruciate Ligament (ACL) rupture is common knee injury. Although ACL reconstruction (ACLR) is standard, graft failure rates remain high in young active patients. This study investigated whether combining ACLR with anterolateral ligament (ALL) reconstruction (ALLR) reduces grafts failure compared with ACLR. Methods In this prospective, single-centre, randomised controlled trial conducted at the Santy Orthopedic Center in Lyon, France, patients aged 18-35 years with symptomatic ACL rupture were randomly allocated (1:1) to ACL + ALL reconstruction using hamstring tendon autograft (ACLR + ALLR) or ACLR with bone-patellar tendon-bone autograft (ACLR). Randomisation was performed with a block size of four using telematic software by an independent study coordinator, with concealed allocation. Surgeons were informed of the assigned procedure on the morning of surgery. Outcome assessors were not blinded. The primary outcome was graft failure at 5 years, assessed clinically and by magnetic resonance imaging (MRI) by an independent sports medicine physicians not involved in the index surgery. Efficacy analyses were performed on the Full Analysis Set in accordance with the intention-to-treat principle, while safety analyses were conducted on the Safety Set. Trial registration: ClinicalTrials.gov, ID NCT03740022. The trial has been completed. Findings Between November 11, 2016, and January 20, 2020, 593 patients were randomized (297 assigned to ACLR + ALLR and 296 to ACLR). The mean age was 25.0 years (SD 4.5); 447 (75%) participants were male and 146 (25%) female. Of these 593 patients, 556 (94%) completed a mean 5-year follow-up. Graft failure occurred in 12/283 (4.2%) with ACLR + ALLR versus 28/273 (10.3%) with ACLR (p = 0.006; adjusted odds ratio 2.54 [95% CI 1.27; 5.36]-p = 0.008). The number needed to treat was 17 overall, and 9 in patients younger than 25 years. Interpretation In our study of young, active adults with ACL rupture, who are considered high-risk for graft failure, combining ACL reconstruction with anterolateral ligament reconstruction (ACLR + ALLR) significantly decreased graft failure compared with ACLR. These results suggest that ACLR + ALLR might be beneficial for young or highly active individuals and provide a basis for future research to refine patient selection, evaluate long-term outcomes beyond five years, and explore benefits in other subgroups of patients with ACL injuries.",2026,English
6,7,40505703.0,web_of_science,10.1016/j.arthro.2025.06.001,"van der Wal, WA; van der List, JP",ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,Editorial Commentary: The Anterolateral Ligament Is Only Part of the Puzzle of Anterolateral Corner Injury in Anterior Cruciate Ligament Disruption and Reconstruction,"Over the past decade, there has been an increased awareness of the role of the anterolateral corner (ALC) in the setting of anterior cruciate ligament (ACL) injury and ACL reconstruction. Although several studies have debated the existence, exact anatomy, and function of the ALC, the role in clinical practice is well recognized. Biomechanical studies have assessed the role of the anterolateral ligament (ALL), superficial and deep Kaplan fiber layers of the iliotibial band, the anterolateral capsule with the ALL, and the capsulo-osseous layer within the ALC. Furthermore, both biomechanical and clinical studies support the role of either ALL reconstruction or lateral extra-articular tenodesis, such as the modified Lemaire or Arnold-Coker modification of the McIntosh technique in the setting of ACL reconstruction. Not only have many randomized controlled trials shown decreased failure or rerupture rates with adding these procedures, but they also show minimal complication rates, equivalent to superior patient-reported outcome measures and decreased presence of persisting rotatory instability or positive pivot shift. These developments have caused a major shift in the treatment of young patients with ACL injuries, especially those who have ligamentous laxity, hyperextension, involvement in pivoting sports, or contralateral injuries. The next steps should focus on which patients require ALC procedures, the role of ALC procedures with hamstring versus quadriceps or bone-patellar tendon-bone autograft, and the development of posttraumatic osteoarthritis.",2025,English
7,8,40953143.0,web_of_science,10.2106/JBJS.25.00068,"Chung, K; Han, JH; Jung, SH; Moon, HS; Jung, M; Kim, SH",JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,Hamstring Tendon Versus Bone-Patellar Tendon-Bone Autograft for ACL Reconstruction with Concurrent Lateral Extra-Articular Procedure,"Background:No studies have yet evaluated the clinical outcomes of different anterior cruciate ligament (ACL) autografts in combination with a lateral extra-articular procedure (LEP). Thus, we systematically reviewed randomized controlled trials (RCTs) and conducted a network meta-analysis (NMA) to compare graft options for ACL reconstruction (ACLR) with concurrent LEP.Methods:A systematic search in the PubMed, Embase, Cochrane Library, and Google Scholar databases identified RCTs on primary ACLR plus LEP. Data on ACLR failure, residual knee instability, patient-reported outcome measures, and complications were analyzed using NMA.Results:On the basis of 13 studies (1,690 patients), ACLR with a hamstring tendon (HT) autograft plus LEP was associated with significantly lower odds of graft rupture (odds ratio [OR]: 0.28; 95% confidence interval [CI]: 0.16 to 0.50), graft failure (OR: 0.27; 95% CI: 0.15 to 0.47), clinical failure (OR: 0.48; 95% CI: 0.36 to 0.65), and residual pivot shift (OR: 0.43; 95% CI: 0.22 to 0.84) compared with isolated ACLR. Bone-patellar tendon-bone (BPTB) autograft plus LEP was associated with a significantly lower clinical failure rate (OR: 0.30; 95% CI: 0.12 to 0.80) compared with isolated ACLR. Both HT (mean difference [MD]: 2.40; 95% CI: 1.25 to 3.55) and BPTB (MD: 3.70; 95% CI: 0.85 to 6.55) autograft plus LEP were associated with higher Lysholm scores compared with isolated ACLR. The outcomes did not differ between the graft types when combined with LEP.Conclusions:The odds of graft rupture, graft failure, and clinical failure after ACLR with HT autograft plus LEP were lower by 72%, 73%, and 52%, respectively, than the odds after isolated ACLR. ACLR with BPTB autograft plus LEP significantly lowered only the odds of clinical failure, by approximately 70%, potentially due to the smaller sample size. Both grafts remain viable options for ACLR plus LEP, with the benefit of LEP requiring further validation.Level of Evidence:Therapeutic Level I. See Instructions for Authors for a complete description of levels of evidence.",2025,English
8,9,40147599.0,web_of_science,10.1016/j.arthro.2025.03.036,"Emmert, AS; Hale, I; Lake, LP; Mcmillan, P; Johnson, BM; Kurkowski, SC; Kuechly, HA; Grawe, BM",ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,"Varying Definitions of Return to Sport, Study Quality, and Outcome Measurements Limit Comparison of Primary Anterior Cruciate Ligament Reconstruction With Quadriceps Tendon Autografts to Hamstring and Bone-Patellar Tendon-Bone Autografts: A Systematic Review","Purpose: To systematically review the existing literature on return-to-sport (RTS) outcomes for quadricep tendon (QT) autografts compared to hamstring tendon (HT) and/or bone-patellar tendon-bone (BPTB) autografts for primary anterior cruciate ligament reconstruction (ACLR). Methods: PubMed/Medline, Scopus, Embase, and Cochrane Library databases were queried for studies comparing RTS data for ACLR with QT autografts versus HT and/or BPTB autografts in accordance with Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. Inclusion criteria were randomized and nonrandomized prospective or retrospective studies evaluating primary ACLR containing RTS data for QT autograft and at least 1 other graft type. Exclusion criteria included patients <18 years of age, patients undergoing revision ACLR, cadaveric/animal studies, and studies lacking graft outcome data. Included studies were analyzed for methodologic data, RTS data, quality, and risk of bias. Results: Ten articles (2 randomized controlled trials, 3 prospective studies, and 5 retrospective studies) comprising 1,006 reconstructions with a level of evidence of II to III and average follow-up of 8 to 120 months were included. Nonrandomized studies most frequently possessed a Methodological Index for Non Randomized Studies quality rating of ""moderate,"" while half of the randomized studies had a Risk of Bias 2.0 rating of ""some concern of bias."" Four subjective definitions of RTS were identified: (1) return to preinjury activity level based on the Tegner activity scale, (2) return to play, (3) return to level I/II (cutting) sports, and (4) return to preinjury sports. RTS and mean time to RTS rates ranged from 16% to 100% and 8.4 to 11.1 months for QT autografts, 32% to 100% and 8.8 months for HT autografts, and 64% to 85% and 8.1 months for BPTB autografts. Conclusions: Primary ACLR with QT autografts shows similar overall RTS rates and mean time to RTS as HT and BPTB autografts. However, insufficient quality and quantity of studies investigating RTS outcomes for QT autografts underscore the unreliability of the current literature and need for high-quality, prospective studies. Level of Evidence: Level III, systematic review of Level II and III studies.",2025,English
9,10,40679231.0,web_of_science,10.1002/ksa.12755,"White, T; Castro, M; Antonio, L; Hing, W; Tudor, F; Sattler, L",KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,"Quadriceps, hamstring and patella tendon autografts for primary anterior cruciate ligament reconstruction demonstrate similar clinical outcomes, including graft failure, joint laxity and complications: A systematic review with meta-analysis of randomised controlled trials","Purpose Graft failure following anterior cruciate ligament reconstruction (ACLR) remains a significant challenge, driving discussion for optimal graft choice. Traditionally, hamstring tendon (HT) and bone-patella tendon-bone (BPTB) autografts have been favoured for ACLR. Recently, quadriceps tendon (QT) usage has increased. This systematic review with meta-analysis aims to investigate the available evidence for QT compared to HT and BPTB autografts in terms of graft failure, clinical outcomes, functional outcomes and patient-reported outcome measures (PROMs). Methods Five databases (PubMed, Cochrane, Embase, SPORTDiscus and CINAHL) were searched to identify randomised controlled trials comparing QT versus HT or BPTB autografts. Outcomes included graft failure, donor site morbidity, complications, reoperations, clinical measures, functional outcomes, and PROMs. Risk of bias was assessed using the Cochrane risk-of-bias tool (RoB2). Meta-analysis using a random effects model was conducted to determine the pooled risk ratio (RR) or mean difference (MD) with 95% confidence intervals (CIs), and certainty of evidence was evaluated via the GRADE approach. Results Twelve RCTs consisting of 636 patients were included. Meta-analysis revealed no differences in graft failure rates (RR = 1.00; 95% CI = 0.97-1.04; p = 0.83; I-2 = 0%; high certainty). QT autografts demonstrated lower donor site morbidity when compared to HT and BPTB autografts (RR = 1.45; 95% CI = 1.24-1.70; p < 0.001; I-2 = 0%; high certainty). No differences were observed in joint laxity or PROM scores at 12 and 24 months, except for Knee injury and Osteoarthritis Outcome Score favouring HT and BPTB at 12 months (RR = 2.49; 95% CI = -4.69 to -0.28; p = 0.03; I-2 = 0%; very low certainty). Conclusion QT autografts have similar outcomes for graft failure, laxity and PROMs compared to HT and BPTB; however, QT autografts may have lower donor site morbidity. While each graft type is associated with specific complications and post-operative strength deficits, all three remain viable options for ACLR.",2025,English
