,id,pmid,doi,source,authors,journal,title,abstract,year,language
0,1,41740851.0,10.1016/j.jisako.2026.101089,embase,"Davies P.S., OBrien S., Greensmith T.S., Ebert J.R., Edwards P.K., Lawless A.M., Malik S.S., DAlessandro P.A.",Journal of ISAKOS,A single-tendon semitendinosus autograft results in lower magnetic resonance imaging graft signal compared with a dual tendon autograft: Outcomes from a subgroup of patients undergoing anterior cruciate ligament reconstruction in the DOSTAR randomized controlled trial,"Introduction: Magnetic resonance imaging has been used to evaluate graft integration following anterior cruciate ligament reconstruction (ACLR). The DOSTAR study is a prospective randomized controlled trial (RCT) investigating semitendinosus (ST) versus a dual tendon semitendinosus and gracilis (STG) hamstring autograft. The purpose of the present study is to determine whether magnetic resonance imaging (MRI) analysis identifies differences in graft signal between the two autograft options, and whether signal changes between 6- and 12- months.MethodsPatients from the DOSTAR trial were invited to take part in this MRI study. Patients underwent anterior cruciate ligament (ACL) reconstruction using either semitendinosus or STG autograft. MRI scans were completed at 6- and 12-months post operatively. The MRI scans were assessed to measure signal intensity ratio (SIR) at several regions of interest. Linear mixed models were used to assess the changes over time for MRI variables. Patient reported outcome measures (PROMS) including the International Knee Documentation Committee (IKDC), Lysholm and Cincinnati scores were documented at 6 and 12 months postoperatively. KT-1000 arthrometer measurements were recorded at 6 and 12 months postoperatively.ResultsA total of 49 patients were recruited into this MRI study, with 38 undergoing MRI at both 6 and 12 months. At 12-months, statistically significant differences were seen on T1 sequences in SIR between the two groups; within the tibial tunnel (3.10 vs 2.07, p < 0.001), adjacent to the tibial tunnel (2.63 vs 1.88, p = 0.002), in the mid portion of the graft (3.16 vs 2.45, p = 0.009), and within a freehand region encompassing the intra-articular portion of the graft (3.03 vs 2.46, p = 0.018). Differences were not statistically significant adjacent to the femoral tunnel (2.41 vs 2.08, p > 0.05) and within the femoral tunnel (3.09 vs 2.89, p > 0.05). There were no statistically significant differences in any PROMS or in KT-1000 measurements between the ST and STG groups at 6 or 12 months.ConclusionsLower SIR was seen in the semitendinosus group. This was observed in T1 and T2 sequences at 6 and 12 months. Graft SIR did not change significantly between 6 and 12 months (p > 0.05).Level of evidenceLevel 2, Subgroup analysis of prospective, single-blinded, RCT.",2026,English
1,2,41827078.0,10.1186/s13018-026-06776-6,embase,"Liu C., Sun Z., Jiang X., Liu B., Zhao Y.",Journal of orthopaedic surgery and research,Cross-education effects of healthy-side lower-limb strength training on neuromuscular function recovery following anterior cruciate ligament reconstruction: a randomized controlled trial,"OBJECTIVE: Based on cross-education theory, this study aimed to investigate whether Healthy-Side Lower-Limb Strength Training could promote neuromuscular function recovery of the injured limb in patients following anterior cruciate ligament reconstruction (ACLR) through central nervous system-mediated contralateral adaptive mechanisms. METHODS: A single-masked, randomized controlled trial was conducted with 40 patients at 5-6 weeks post-ACLR, who were randomly allocated to intervention and control groups (n = 20). The control group received conventional rehabilitation, while the intervention group received conventional rehabilitation plus Healthy-Side Lower-Limb Strength Training for 6 weeks. The Lysholm knee function score was used to assess knee joint function at baseline and post-intervention. A wireless surface electromyography system was used to measure root mean square (RMS) values of bilateral rectus femoris, semitendinosus, tibialis anterior, and lateral gastrocnemius muscles during maximal voluntary contraction and level walking. The activation ratios of the flexor and extensor muscle groups were calculated to evaluate muscle synergy patterns. The effects of Healthy-side strength training on bilateral lower limb muscle activation patterns and knee joint function were assessed through within-group pre- and post-intervention comparisons and between-group analyses. RESULTS: Following the 6-week intervention, Lysholm knee function scores improved significantly in both groups, with the intervention group demonstrating a significantly greater magnitude of improvement than the control group (P < 0.01). At baseline, the RMS values of all recorded muscles on the affected side were significantly lower than those on the unaffected side during both MVC and level walking in both groups (P < 0.01). Following the intervention, the intervention group demonstrated significant reductions in affected-to-unaffected limb asymmetry across all four muscle groups during both MVC and level walking (P < 0.01), whereas the control group exhibited significant asymmetry reductions in only a limited number of muscle groups during MVC alone (P < 0.01). In the intervention group, the RMS values of the bilateral rectus femoris, semitendinosus, tibialis anterior, and lateral gastrocnemius increased significantly during both MVC and level walking relative to baseline (P < 0.05). In contrast, the control group demonstrated significant improvements in only a limited subset of muscle groups. Between-group post-intervention comparisons revealed that the intervention group achieved significantly higher activation levels in the unaffected-side rectus femoris, bilateral semitendinosus, and unaffected-side tibialis anterior than the control group (P < 0.05). Both groups exhibited a declining trend in flexor-extensor co-contraction ratios; however, neither between-group nor within-group differences reached statistical significance (P > 0.05). CONCLUSION: Healthy-Side Lower-Limb Strength Training effectively promoted knee joint function recovery and enhanced bilateral lower limb muscle activation in patients following ACLR through cross-education mechanisms. These findings validate the clinical utility of cross-education theory and support Healthy-side strength training as an innovative rehabilitation strategy for early post-ACLR recovery. TRIAL REGISTRATION: Chinese Clinical Trial Registry ChiCTR2400087325. Registered on 25/07/2024.",2026,English
2,3,40351242.0,10.1002/ksa.12698,embase,"Lawless A.M., Ebert J.R., Edwards P.K., Malik S.S., Davies P.S.E., DAlessandro P.A.","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",A semitendinosus with adjustable button graft construct in patients undergoing hamstring ACL reconstruction results in improved knee flexor strength symmetry and less donor site pain and morbidity: Outcomes from the DOSTAR randomized controlled trial,"PURPOSE: To compare donor site morbidity and patient-reported outcome measures (PROMs), knee laxity and early strength and functional outcomes, following anterior cruciate ligament reconstruction (ACLR) using a semitendinosus (ST) tendon autograft with suspensory adjustable button tibial fixation or semitendinosus-gracilis (STG) autograft with tibial screw fixation. METHODS: While 153 patients were prospectively recruited and randomized to an ST or STG autograft, 131 (62 ST and 69 STG) were retained following ACLR and followed post-surgery. Standardized surgical techniques were employed, varying only in graft selection and fixation. The primary study outcomes were early hamstring pain, donor site morbidity and strength recovery. However, several outcomes were assessed pre-surgery and at 3 and 6 months, encompassing the Donor-site-related Functional Problems following Anterior Cruciate Ligament Reconstruction (DFPACLR) score, Visual Analogue Scale (VAS) for hamstring pain and other commonly employed PROMs, anteroposterior laxity (KT-1000), isokinetic hamstring and quadriceps strength, hop testing, complications and re-operations. Intention-to-treat analysis was performed using linear mixed models for continuous data and Mann-Whitney U tests where appropriate. RESULTS: At 6 months, ST patients reported significantly lower hamstring pain (p < 0.001) and DFPACLR (p < 0.001) scores. A significantly higher (p < 0.001) peak knee flexor strength limb symmetry index (LSI) was observed for the ST group, though no other group differences in side-to-side laxity, hop tests or other normalized strength measures or LSIs were observed. CONCLUSIONS: ACLR using an ST autograft resulted in less donor site pain and morbidity, and improved knee flexor strength symmetry at 6 months, while demonstrating comparable functional outcomes to the STG autograft. LEVEL OF EVIDENCE: Level 1 prospective, double-blinded, randomized controlled trial.",2026,English
3,4,39714511.0,10.1007/s00402-024-05639-1,embase,"Butt U., Vuletic F., Shaikh M.A.A., Amanullah, Rehman G.U., Shah I.A., Stålman A., Khan Z.A.",Archives of Orthopaedic and Trauma Surgery,5-years outcomes following arthroscopic anterior cruciate ligament reconstruction comparing quadruple hamstring and peroneus longus tendon autografts: a randomized control trial,"Aims: This study presents clinical outcomes, functional results, and return to sports after anterior cruciate ligament (ACL) reconstruction using quadruple hamstring tendon autograft or peroneus longus tendon autograft in a randomized controlled trial. Patients and methods: Between February 2018 and July 2019, patients who underwent ACL reconstruction were randomly assigned to two groups: hamstring and peroneus longus. Patient related outcome measurements and pain intensity were evaluated using IKDC, Lysholm, and visual analog scores at 3 and 6 months, 1, 2, and 5 years after the surgery. At the 5 year follow-up, anterior stability was tested using the 3D printable Knee Arthrometer. In addition, in the peroneus longus group, ankle functional assessment was performed using the American foot and ankle score. Additionally, data on the return to sports/activities was collected for both groups at the last follow-up. Results: Sixty patients, with 30 in the hamstring group and 30 in the peroneus group, were included in the study. Patients were predominately male and with low activity demands. After five years of follow-up, there was no significant difference in functional assessment scores (IKDC and Lysholm) between the two groups (P n.s). The median graft diameter was 7.9 ± 0.4 mm in the hamstring tendon group and 8.9 ± 0.2 mm in the PL group (P < 0.001). The improvement in Arthrometer testing measurements (AMT) for the operated knees in the hamstring and peroneus longus groups were similar. In the peroneus longus group, the mean postoperative foot and ankle score was 98.6 ± 3.9 (range = 85–100). Conclusion: Using Peroneus longus tendon autograft for arthroscopic ACL reconstruction is a feasible alternative as studied in this cohort of predominately male patients with low activity demands. The graft diameter in this study was sufficient, and the results regarding laxity and patient related outcome measurements were similar to those achieved with hamstring tendon autografts. Level of evidence: Level I Trial registration: ChiCTR2000036989",2025,English
4,5,41083992.0,10.1186/s12891-025-09183-w,embase,"Castellanos Dolk D., Sarakatsianos V., Wörner T., Östin M., Cristiani R., Kvist J., Stålman A.",BMC Musculoskeletal Disorders,Semitendinosus vs quadriceps tendon autograft in anterior cruciate ligament reconstruction (SEQUAR): protocol for a prospective randomized controlled trial,"Background: Anterior cruciate ligament (ACL) rupture is a devastating injury for most individuals, especially in athletes with the desire to go back to pivoting sports. In ACL reconstruction (ACL-R), multiple autograft options are available, each with distinct advantages and limitations. The quadriceps tendon (QT) autograft has gained increasing attention due to its favorable biomechanical properties and lower donor site morbidity, yet studies comparing only athletic populations remains limited. This study protocol describes a randomized controlled trial (RCT) aiming to compare QT autograft with bone-block (QT-B) with semitendinosus tendon (ST) autograft in athletes undergoing primary ACL-R. Methods: This is a single center RCT. Two Hundred ACL-R patients aged 16–40 years with a Tegner Activity Scale (TAS) of ≥ 7 prior to the ACL injury will be randomized to receive either a ST graft or a QT-B graft at the time of ACL-R. All participants will receive standard postoperative care and rehabilitation, followed by comprehensive follow-up. The primary outcome was the side-to-side (STS) difference in anterior tibial translation (ATT) at 6 months. Secondary outcomes include patient-reported outcome measures (PROMs), isokinetic strength testing, imaging-based graft evaluation, surgical and clinical events, and 10-year radiographic evidence of joint degeneration. Detailed definitions and timepoints are provided in the full manuscript (Table 1). Discussion: This protocol is the first RCT comparing the ST autograft to the QT-B autograft exclusively in athletes with TAS ≥ 7 undergoing ACL-R. In addition, this trial has the ambition of including 200 patients, thereby making it the largest trial to compare these two grafts to date. The successful completion of the trial has the potential to change current practice and contribute to the existing knowledge regarding graft choice in athletes undergoing ACL-R. Trial registration: The trial is registered at ClinicalTrials.gov: NCT04295148. Registered date: 4 Mar 2020 (retrospectively registered).",2025,English
5,6,40476596.0,10.1177/03635465251344106,embase,"Mo I.F., Harlem T., Faleide A.G.H., Strand T., Vindfeld S., Solheim E., Randsborg P.H., Inderhaug E.",The American journal of sports medicine,"Comparable Mid- to Long-term Outcomes of Semitendinosus and Semitendinosus/Gracilis Grafts in ACL Reconstruction: Median 8-Year (Range, 5-10 Years) Results From a Randomized Controlled Study","BACKGROUND: The hamstring tendon autograft used for anterior cruciate ligament reconstruction commonly entails both the semitendinosus and gracilis (ST/G) tendons for sufficient graft thickness, but they may impair function. To mitigate this, a tendon-sparing ST-only graft has been explored. However, less is known of the mid- to long-term outcomes comparing these configurations. PURPOSE/HYPOTHESIS: The purpose was to investigate differences between the quadrupled ST tendon graft and the doubled ST/G graft configuration. The primary hypothesis was that there would be no difference in the International Knee Documentation Committee 2000 Subjective Knee Form (IKDC-SF) outcomes between groups. The secondary hypothesis was that there would be no differences in knee flexion strength, KT-1000 arthrometer side-to-side measurements, or need for secondary surgery (including revision) between the 2 techniques. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: At baseline, 98 patients were randomized to receive either the quadrupled ST tendon graft or the doubled ST/G graft configuration. Preoperatively and after 2 and median 8 years (range, 5-10 years) postoperatively, the investigators collected results for the IKDC-SF, Knee injury and Osteoarthritis Outcome Score, Tegner Activity Scale, a sports and activity participation questionnaire, knee laxity (KT-1000 arthrometer) side-to-side measurements, Lachman test, and flexion rotation drawer test. Need for secondary knee surgery was evaluated 5 to 10 years postoperatively. RESULTS: Seventy-seven patients completed median 8-year follow-up (range, 5-10 years): 38 patients in the ST group and 39 patients in the ST/G group. No statistically significant differences were observed between the ST and ST/G groups in IKDC-SF scores (81.7 vs 82.1; P = .93), knee stability, or revision rates. Both groups demonstrated statistically significant improvements in self-reported function (P < .001) until final follow-up. The overall anterior cruciate ligament revision rate was 10.4%, and no increased risk of graft failure or excessive residual laxity was associated with the ST-only graft. CONCLUSION: No statistically significant differences were found between the ST group and the ST/G group in terms self-reported function, knee laxity, or need for secondary surgery at median 8 years (range, 5-10 years) after surgery. The ST-only graft configuration did not increase the risk of graft failure or excessive residual laxity compared with the ST/G graft configuration.",2025,English
