,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,abstract,year
190,27802924,2016 Dec,2016 Oct 29,Knee,"['Niu Y', 'Niu C', 'Wang X', 'Liu J', 'Cao P', 'Wang F', 'Niu J']",Niu J,Improved ACL reconstruction outcome using double-layer BPTB allograft compared to that using four-strand hamstring tendon allograft.,23,6,1093-1097,['English'],9430798,0968-0160,1873-5800,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27802924', '10.1016/j.knee.2016.06.015', 'S0968-0160(16)30096-5']",10.1016/j.knee.2016.06.015,"['2016/01/20 00:00', '2016/06/14 00:00', '2016/06/23 00:00', '2016/11/03 06:00', '2017/08/16 06:00', '2016/11/03 06:00']",[],1,0,The Knee,doi: 10.1016/j.knee.2016.06.015,2016 Dec;23(6):1093-1097,"BACKGROUND: This study compared the clinical outcomes of anterior cruciate ligament reconstruction using double-layer bone-patellar tendon-bone (DBPTB) allografts and four-strand hamstring (4SHS) grafts. METHODS: This prospective randomized controlled trial included 101 patients. Of these, 50 patients received DBPTB allografts, and 51 received 4SHS grafts. Evaluations included KT-1000 arthrometer measurements, Lachman tests, pivot-shift tests, the International Knee Documentation Committee (IKDC) classification and Lysholm scores at three year postoperative follow-up. RESULTS: Two DBPTB patients (four percent) and nine 4SHS patients (17.6%) had graft failures, which was significantly different (P=0.028). The DBPTB group had significantly better Lachman test, IKDC knee score and Lysholm score results than the 4SHS group (P<0.05). However, these differences were below the threshold for clinical significance. CONCLUSIONS: DBPTB allografts had fewer graft failures at three years than 4SHS grafts for anterior cruciate ligament reconstruction; and there were statistically significant differences but not clinically significant differences between DBPTB and 4SHS grafts in terms of the KT1000 test, IKDC and Lysholm scores.",2016
191,27784622,2016 Dec,2016 Oct 24,Acta Orthop Traumatol Turc,"['Balki S', 'Göktaş HE', 'Öztemur Z']",Öztemur Z,"Kinesio taping as a treatment method in the acute phase of ACL reconstruction: A double-blind, placebo-controlled study.",50,6,628-634,['English'],9424806,1017-995X,2589-1294,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27784622', 'PMC6197419', 'pmc-id: PMC6197419;', '10.1016/j.aott.2016.03.005', 'S1017-995X(16)30222-X']",10.1016/j.aott.2016.03.005,"['2015/09/30 00:00', '2016/01/15 00:00', '2016/03/01 00:00', '2016/10/28 06:00', '2017/02/10 06:00', '2016/10/28 06:00', '2016/10/24 00:00']",[],1,38,Acta orthopaedica et traumatologica turcica,doi: 10.1016/j.aott.2016.03.005,2016 Dec;50(6):628-634,"OBJECTIVE: In this study, we aimed on investigating the effects of Kinesio taping (KT) in acute postoperative rehabilitation phase of anterior cruciate ligament (ACL) reconstruction. METHODS: Thirty male patients (mean age: 28.1 years) with ACL reconstruction were randomly assigned to two groups: (1) an experimental group to receive a KT treatment through the muscle and lymphatic correction techniques; or (2) a control group for sham KT. Both interventions were applied twice during a 10-day period from the fourth postoperative day. All patients received the same rehabilitation program for three months. The groups were compared according to range of motion (ROM), pain, swelling and muscle strength before treatment and on the fifth and tenth treatment days. Subjective evaluations were made with the Lysholm, modified Cincinnati and Tegner scores on the first and third postoperative months. RESULTS: Intragroup comparisons showed significant improvements in both groups on the fifth and tenth day and first and third month evaluations (p < 0.05). In comparison to the control group, the experimental group showed significant improvements in swelling around the patella, all pain measurements and hamstring muscle strength on the fifth KT day and knee flexion range of motion (ROM), night pain, all swelling measurements and hamstring muscle strength on the tenth KT day (p < 0.05). CONCLUSION: Our results revealed that KT techniques applied in addition to the acute rehabilitation program of ACL reconstruction are beneficial in treatment of pain, swelling, knee flexion ROM, and hamstring muscle strength. LEVEL OF EVIDENCE: Level I, Therapeutic study.",2016
192,27781307,2017 Dec,2016 Oct 26,Scand J Med Sci Sports,"['Jakobsen JR', 'Mackey AL', 'Knudsen AB', 'Koch M', 'Kjaer M', 'Krogsgaard MR']",Krogsgaard MR,Composition and adaptation of human myotendinous junction and neighboring muscle fibers to heavy resistance training.,27,12,1547-1559,['English'],9111504,0905-7188,1600-0838,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27781307', '10.1111/sms.12794']",10.1111/sms.12794,"['2016/09/30 00:00', '2016/10/27 06:00', '2018/03/20 06:00', '2016/10/27 06:00']",[],1,0,Scandinavian journal of medicine & science in sports,doi: 10.1111/sms.12794,2017 Dec;27(12):1547-1559,"The myotendinous junction (MTJ) is a common site of strain injury and yet understanding of its composition and ability to adapt to loading is poor. The main aims of this study were to determine the profile of selected collagens and macrophage density in human MTJ and adjoining muscle fibers, and to investigate whether heavy exercise loading would alter this profile. Fifteen individuals scheduled for anterior cruciate ligament repair surgery were randomized into three groups: control, acute or 4 weeks heavy resistance training. MTJ samples were collected from the semitendinosus and gracilis muscles and were sectioned and stained immunohistochemically for collagen types I, III, VI, XII, XIV, XXII, Tenascin-C and CD68. Macrophage density and distribution was evaluated and the amount of each collagen type in muscle and MTJ was graded. Collagen XXII was observed solely at the MTJ, while all other collagens were abundant at the MTJ and in muscle perimysium or endomysium. The endomysial content of collagen XIV, macrophages and Tenascin-C increased following 4 weeks of training. These findings illustrate the heterogeneity of collagen type composition of human MTJ. The increase in collagen XIV following 4 weeks of training may reflect a training-induced protection against strain injuries in this region.",2017
193,27164977,2016 Dec,2016 May 10,J Orthop Traumatol,"['Yazdi H', 'Moradi A', 'Sanaie A', 'Ghadi A']",Ghadi A,Does the hyperextension maneuver prevent knee extension loss after arthroscopic anterior cruciate ligament reconstruction?,17,4,327-331,['English'],101090931,1590-9921,1590-9999,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27164977', 'PMC5071236', 'pmc-id: PMC5071236;', '10.1007/s10195-016-0408-9', '10.1007/s10195-016-0408-9']",10.1007/s10195-016-0408-9,"['2015/07/17 00:00', '2016/04/08 00:00', '2016/10/21 06:00', '2017/11/29 06:00', '2016/05/12 06:00', '2016/05/10 00:00']",[],1,23,Journal of orthopaedics and traumatology : official journal of the Italian Society of Orthopaedics and Traumatology,,2016 Dec;17(4):327-331,"BACKGROUND: Disruption of the anterior cruciate ligament (ACL) is one of the most frequent musculoskeletal injuries affecting physically active men and women. In the United States, an estimated 200,000 ACL reconstructions are performed annually. One of the most common complications of ACL reconstruction is loss of extension. The purpose of this study was to assess the effects of the hyperextension maneuver on preventing knee extension loss after arthroscopic ACL reconstruction. MATERIALS AND METHODS: In this prospective randomized clinical trial study, 100 adult patients with a documented complete ACL tear were randomized to two groups. All patients underwent arthroscopic ACL reconstruction with quadrupled semitendinosus and gracilis autograft by the senior author based on the same technique and instruments. However, the hyperextension maneuver was only performed in 50 patients during autograft fixation on the tibial side (case group). The postoperative rehabilitation protocol was similar for both groups. The knee range of motion and extension limit was evaluated at 2, 6, 12, and 24 weeks and at 1 year postoperatively. RESULTS: One hundred patients (88 male and 12 female) aged from 17-36 years (average 26.9 years) were included in our study. The two groups were similar regarding age, sex, and dominant side involvement (P >0.4).The difference between the two groups was significant only at 2 weeks (P <0.02). After 2 weeks, although the rate of limited extension was higher in the control group, no significant difference was seen between the groups. CONCLUSION: Although the hyperextension technique during graft fixation on the tibial side may induce better range of motion in the first 2 weeks after ACL reconstruction surgery, this effect is not significant after 2 weeks. LEVEL OF EVIDENCE: Therapeutic level II.",2016
194,27735985,2016 Nov 11,,J Rehabil Med,"['Pistone EM', 'Laudani L', 'Camillieri G', 'Di Cagno A', 'Tomassi G', 'Macaluso A', 'Giombini A']",Giombini A,Effects of early whole-body vibration treatment on knee neuromuscular function and postural control after anterior cruciate ligament reconstruction: A randomized controlled trial.,48,10,880-886,['English'],101088169,1650-1977,1651-2081,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['27735985', '10.2340/16501977-2150']",10.2340/16501977-2150,"['2016/10/14 06:00', '2017/01/04 06:00', '2016/10/14 06:00']",[],1,0,Journal of rehabilitation medicine,doi: 10.2340/16501977-2150,2016 Nov 11;48(10):880-886,"OBJECTIVE: To assess the effects of adding a whole-body vibration protocol at optimal frequency (WBV-OF) to a traditional rehabilitation programme (TRP) early after anterior cruciate ligament reconstruction, on maximal strength and balance, in comparison with a traditional rehabilitation programme. DESIGN: A total of 34 anterior cruciate ligament reconstructed patients with hamstring-tendon graft underwent either 4 weeks of WBV-OF training in addition to a traditional rehabilitation programme, or a traditional rehabilitation programme only, starting from the first month after surgery. Patients were assessed for maximal voluntary isometric strength during both knee extension and flexion and for balance on a force platform before, 1 month after treatment and at 3-month follow-up. RESULTS: Strength symmetry of the knee flexor muscles improved in WBV-OF+TRP patients more than in TRP patients 1 month after treatment (mean 66% (standard deviation (SD) 15) vs 58% SD 13), and also at the 3-month follow-up (mean 77% (SD 15) vs 64% (SD 15)), with no differences in balance improvements between the groups. CONCLUSIONS: Adding 4-weeks of WBV-OF to a traditional rehabilitation programme 1 month after surgery is effective in improving muscle strength of the knee flexor muscles. This early intervention may be incorporated into current rehabilitation to facilitate early strength recovery of anterior cruciate ligament reconstructed patients.",2016
195,27570169,2017 Jan,2016 Aug 25,Arthroscopy,"['Wasserman BR', 'Singh BC', 'Kaplan DJ', 'Weinberg M', 'Meislin R', 'Jazrawi LM', 'Strauss EJ']",Strauss EJ,Braking Reaction Time After Right-Knee Anterior Cruciate Ligament Reconstruction: A Comparison of 3 Grafts.,33,1,173-180,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27570169', '10.1016/j.arthro.2016.05.043', 'S0749-8063(16)30367-X']",10.1016/j.arthro.2016.05.043,"['2015/12/03 00:00', '2016/05/27 00:00', '2016/05/31 00:00', '2016/08/30 06:00', '2017/10/25 06:00', '2016/08/30 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2016.05.043,2017 Jan;33(1):173-180,"PURPOSE: To determine when patients recover the ability to safely operate the brakes of an automobile after a right-knee anterior cruciate ligament reconstruction (ACLR). METHODS: A computerized driving simulator was used to determine braking ability after an isolated right-knee ACLR. Thirty healthy volunteers were tested at 1 visit to determine normal mean values, and 27 treatment subjects were tested at 1 week, 3 weeks, and 6 weeks after ACLR. Nine study subjects were treated with a patella tendon (BPTB) autograft, 9 were treated with a hamstring (HS) autograft, and 9 were treated with a tibialis anterior (TA) allograft. The driving simulator collected data on brake reaction time (BRT), brake travel time (BTT), and total brake time (TBT) at each visit. RESULTS: The control group generated a BRT of 725 milliseconds, BTT of 2.87 seconds, and TBT of 3.59 seconds. At week 1, all treatment patients had significant differences compared with controls for BRT, BTT, and TBT, except the BTT of the HS group. At week 3, all measures for the allograft group and the BRT for both autograft groups were no longer significantly different compared with controls, but significant differences were found for TBT in the HS and BPTB groups (P = .03, P = .01). At week 6, BRT, BTT, and TBT were no longer significantly different for either the HS group or BPTB group. CONCLUSIONS: Patients who underwent a right-knee ACLR with a TA allograft regained normal braking times by week 3 postoperatively. In contrast, those treated with a BPTB or HS autograft demonstrated significantly delayed braking times at 3 weeks but returned to normal braking ability by week 6. Those treated with an autograft had an earlier return of normalized BRT than BTT. LEVEL OF EVIDENCE: Level III, case-control series.",2017
196,27466222,2016 Oct,2016 Jul 27,Am J Sports Med,"['Tian S', 'Wang B', 'Liu L', 'Wang Y', 'Ha C', 'Li Q', 'Yang X', 'Sun K']",Sun K,Irradiated Hamstring Tendon Allograft Versus Autograft for Anatomic Double-Bundle Anterior Cruciate Ligament Reconstruction: Midterm Clinical Outcomes.,44,10,2579-2588,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27466222', '10.1177/0363546516655333', '0363546516655333']",10.1177/0363546516655333,"['2016/07/29 06:00', '2017/10/24 06:00', '2016/07/29 06:00']",[],1,0,The American journal of sports medicine,,2016 Oct;44(10):2579-2588,"BACKGROUND: Most studies on grafts for anterior cruciate ligament (ACL) reconstruction (ACLR) have been of autografts or nonirradiated allografts with a single-bundle (SB) technique. Outcome reports evaluating anatomic double-bundle (DB) ACLR with a hamstring tendon autograft versus irradiated allograft are rare. PURPOSE: To compare the clinical outcomes of arthroscopic anatomic DB ACLR with a hamstring tendon autograft versus irradiated allograft. STUDY DESIGN: Randomized controlled trial; Level of evidence, 2. METHODS: Between 2008 and 2009, a total of 107 patients undergoing arthroscopic DB ACLR were prospectively randomized consecutively into 1 of 2 groups (autograft [Auto] group and irradiated allograft [Ir-Allo] group). All the surgical procedures were performed by the same senior surgeon using the DB reconstruction technique. All irradiated hamstring tendon allografts were sterilized with 2.5 Mrad of irradiation before distribution and were obtained from a single certified tissue bank. Graft fixation on the femoral side was by an Endobutton, and on the tibial side by a bioabsorbable interference screw augmented with a staple. The same rehabilitation protocol was applied to all patients. Before surgery and at a mean of 6.9 years of follow-up, patients were evaluated by the same observer according to objective and subjective clinical evaluations including detailed history, physical examination, radiography, functional knee ligament testing, KT-2000 arthrometer testing, Harner vertical jump and Daniel 1-legged hop tests, Lysholm score, Tegner score, International Knee Documentation Committee (IKDC) standard evaluation form, and Cincinnati knee score. RESULTS: A total of 83 patients (Auto: n = 40 [mean age, 29.2 +/- 6.9 years]; Ir-Allo: n = 43 [mean age, 28.6 +/- 7.2 years]) fulfilled follow-up and clinical evaluations. No significant differences were found between the 2 groups according to the overall IKDC functional and subjective evaluations as well as testing of activity levels. Significant between-group differences were found when comparing the results at final follow-up according to the Lachman test, anterior drawer test, pivot-shift test, and KT-2000 arthrometer measurements (P < .001). Most importantly, 87.5% of patients in the Auto group and 34.9% in the Ir-Allo group had a side-to-side difference <3 mm. The rate of laxity (side-to-side difference >5 mm) with an irradiated allograft (30.2%) was higher than that with an autograft (7.5%) (P < .001). The failure rate in the Ir-Allo group (30.2%) was higher than that in the Auto group (7.5%) (P < .001). Anterior and rotational stability decreased significantly in the Ir-Allo group; patients in the Ir-Allo group also had a shorter operation time. There were 10.0% (4/40) of patients in the Auto group and 32.6% (19/43) of patients in the Ir-Allo group who had arthritic progression (P < .05). CONCLUSION: There were no significant differences in postoperative activity levels and functional outcomes between the Auto and Ir-Allo groups. However, a significant increase in anterior and rotational laxity in the Ir-Allo group was found according to evaluations. We do not advocate an irradiated hamstring tendon allograft for DB ACLR. TRIAL REGISTRATION: Clinical Trial Register System of The Affiliated Hospital of Qingdao University (qdfy-ky2008-12).",2016
197,27388213,2016 Aug,2016 Jul 7,Eur J Orthop Surg Traumatol,"['Ruffilli A', 'Pagliazzi G', 'Ferranti E', 'Busacca M', 'Capannelli D', 'Buda R']",Buda R,Hamstring graft tibial insertion preservation versus detachment in anterior cruciate ligament reconstruction: a prospective randomized comparative study.,26,6,657-64,['English'],9518037,1633-8065,1432-1068,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27388213', '10.1007/s00590-016-1812-9', '10.1007/s00590-016-1812-9']",10.1007/s00590-016-1812-9,"['2016/03/08 00:00', '2016/06/18 00:00', '2016/07/09 06:00', '2016/07/09 06:00', '2017/05/10 06:00']",[],1,0,European journal of orthopaedic surgery & traumatology : orthopedie traumatologie,doi: 10.1007/s00590-016-1812-9,2016 Aug;26(6):657-64,"BACKGROUND: Anterior cruciate ligament (ACL) reconstruction with hamstring graft (HG) is a commonly performed procedure. Despite the type of reconstruction chosen, the detached HG undergoes a remodeling process known as ligamentization. In order to shorten the ligamentization process, the maintenance of HG tibial insertion, aimed to spare the tendons vascular supply, has been postulated. The aim of this paper is to report the results of a prospective randomized study comparing clinical and MRI results between two different ACL reconstructive procedures with and without HG tibial insertion preservation. METHODS: Forty patients (mean age 27.5 +/- 9.5 years) were enrolled and randomly divided into two groups. The study group underwent an ACL reconstruction using a distally inserted HG, while the control group underwent a technique encompassing HG tibial detachment. Subjective and objective IKDC score was administered preoperatively and at 3-, 6-, 12- and 24-month follow-up. Graft morphology was assessed through MRI evaluation performed at 6-month follow-up. RESULTS: Clinical results were excellent in both groups. Regarding MRI results, a better intra-articular graft morphology was observed in the study group (Tau = 0.313, p = 0.024). No differences in graft integration were noticed. CONCLUSION: The main finding of this preliminary study is that preservation of the hamstring tibial insertion seems to enhance graft ligamentization with improved morphology of the intra-articular portion of the graft compared to a detachment of the hamstring tendons from the tibial side. Further well-designed studies with higher number of patients as well as more serial MRI evaluations are required to validate these preliminary findings.",2016
198,27376940,2016 Aug,2016 Jul 4,Eur J Orthop Surg Traumatol,"['Biswal UK', 'Balaji G', 'Nema S', 'Poduval M', 'Menon J', 'Patro DK']",Patro DK,Correlation of tunnel widening and tunnel positioning with short-term functional outcomes in single-bundle anterior cruciate ligament reconstruction using patellar tendon versus hamstring graft: a prospective study.,26,6,647-55,['English'],9518037,1633-8065,1432-1068,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27376940', '10.1007/s00590-016-1809-4', '10.1007/s00590-016-1809-4']",10.1007/s00590-016-1809-4,"['2016/04/22 00:00', '2016/06/20 00:00', '2016/07/05 06:00', '2016/07/05 06:00', '2017/05/10 06:00']",[],1,0,European journal of orthopaedic surgery & traumatology : orthopedie traumatologie,doi: 10.1007/s00590-016-1809-4,2016 Aug;26(6):647-55,"OBJECTIVE: To study the correlation between tunnel widening and tunnel position with short-term functional outcomes post-ACL reconstruction with patellar tendon and hamstring autografts in young adults. MATERIALS AND METHODS: A total of 33 patients who underwent ACL reconstruction between October 2013 and February 2015 were included and followed up for 6 months. A standardized surgical technique was used for each graft type. Intra-op arthroscopy findings and drilled tunnel diameters were noted. They were followed up for 3 and 6 months. Radiological assessment was done at 3 and 6 months with clinical score assessment at 6 months. RESULTS: At 6 months, clinical scores were comparable in both groups. Tunnel widening in both femoral and tibial tunnel at 3 and 6 months were significantly higher in STG group (p values <0.05). The rate of widening was higher in 0-3 months and reduced in 3-6 months. There was statistically significant negative correlation between femoral tunnel widening by CT and IKDC score at 6 months (p value 0.049). We found a positive correlation between posterior positioning of femoral tunnel and Lysholm and IKDC scores. The correlation with Lysholm scores was statistically significant (p value 0.046). CONCLUSION: To conclude, tunnel widening is more with hamstrings graft. Femoral tunnel widening has significant negative correlation with that of IKDC scores at 6 months. Posterior femoral tunnel positioning and Lysholm scores at 6 months had significant correlation.",2016
199,27362929,2017 May,2016 Jun 30,J Knee Surg,"['Magnussen RA', 'Pottkotter K', 'Stasi SD', 'Paterno MV', 'Wordeman SC', 'Schmitt LC', 'Flanigan DC', 'Kaeding CC', 'Hewett TE']",Hewett TE,Femoral Nerve Block after Anterior Cruciate Ligament Reconstruction.,30,4,323-328,['English'],101137599,1538-8506,1938-2480,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27362929', '10.1055/s-0036-1584538']",10.1055/s-0036-1584538,"['2016/07/01 06:00', '2017/06/10 06:00', '2016/07/01 06:00']",[],1,0,The journal of knee surgery,doi: 10.1055/s-0036-1584538,2017 May;30(4):323-328,"Femoral nerve block (FNB) has been proposed for pain control following anterior cruciate ligament (ACL) reconstruction. Although numerous studies have assessed the efficacy of FNBs, there has been little to no research into the effect of such blocks on postoperative strength and patient-reported outcomes. We hypothesized that performance of an FNB would result in decreased quadriceps strength and poorer patient-reported outcome scores within the first 6 months following ACL reconstruction. A total of 30 patients scheduled to undergo hamstring autograft ACL reconstruction following an acute ACL injury were randomized to a single-shot FNB group or a control group. Preoperatively, patients completed a Knee Injury and Osteoarthritis Outcome Score (KOOS) and isokinetic quadriceps strength testing at 60 degrees/second. At 6 weeks postoperative, 29 of 30 patients completed a KOOS and isometric quadriceps strength testing at 90 degrees. At 6 months postoperative, 23 of 30 patients completed a KOOS and isokinetic strength testing. Quadriceps femoris strength limb symmetry indices (QF-LSI) were calculated at all time points. Repeated measures analysis of variance (ANOVA) models were then utilized to model the effect of FNB and time on QF-LSI as well as KOOS subscales for activities of daily living, pain, and symptoms. QF-LSI and all KOOS subscales demonstrated improvement with time following ACL reconstruction. Repeated measures ANOVA demonstrated that patients who underwent FNB had a mean QF-LSI that was 13.4% lower than the control group (p = 0.005) and poorer KOOS symptoms subscale scores (10.4 point difference, p = 0.032) at 6 weeks postoperative compared with controls. At 6 months postoperative, no differences were noted in QF-LSI or any of the KOOS subscales based on block status. FNB resulted in decreased strength and poorer KOOS symptom subscale score at 6 weeks following ACL reconstruction compared with controls. These differences resolved by 6 months postoperative. The long-term effect of delayed quadriceps recovery on movement patterns and functional outcome remains unknown and requires further study. The study is a randomized controlled trial with level of evidence 1.",2017
200,27343215,2016 Sep,2016 Jun 24,Am J Sports Med,"['Liu Y', 'Cui G', 'Yan H', 'Yang Y', 'Ao Y']",Ao Y,"Comparison Between Single- and Double-Bundle Anterior Cruciate Ligament Reconstruction With 6- to 8-Stranded Hamstring Autograft: A Prospective, Randomized Clinical Trial.",44,9,2314-22,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27343215', '10.1177/0363546516650876', '0363546516650876']",10.1177/0363546516650876,"['2016/06/26 06:00', '2016/06/28 06:00', '2017/09/09 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546516650876,2016 Sep;44(9):2314-22,"BACKGROUND: Whether double-bundle (DB) anterior cruciate ligament (ACL) reconstruction with 6- to 8-stranded hamstring autograft (HG) is better than single-bundle (SB) ACL reconstruction remains debatable, as long-term follow-up data are lacking. PURPOSE: To prospectively investigate and compare the long-term results of DB and SB ACL reconstruction with a 6- to 8-stranded HG. STUDY DESIGN: Randomized controlled clinical trial; LEVEL OF EVIDENCE: 1. METHODS: A total of 80 patients with chronic ACL rupture were randomized to SB or DB ACL reconstruction with a 6- to 8-stranded HG. In the SB group, both the semitendinosus tendon (ST) and the gracilis tendon (GT) were prepared in 3 or 4 strands, with a total of 6 to 8 strands. In the DB group, the ST was prepared in 3 or 4 strands used for the anteromedial bundle, and the GT was prepared in the same manner for the posterolateral bundle. Each graft was fixed with an EndoButton, a bioabsorbable interference screw, and a staple. Outcome assessment was performed by a blinded independent observer using International Knee Documentation Committee (IKDC), Tegner, and Lysholm scores, as well as range of motion (ROM), Lachman test, pivot-shift test, KT-2000 arthrometer side-to-side difference, and return-to-sport data. RESULTS: A total of 68 patients (DB group, 34; SB group, 34) were observed for a mean of 80 months (range, 74-86 months). There were 2 traumatic instability failures and two 5 degrees  extension restrictions in the DB group, while no failures or 5 degrees  extension restrictions were observed in the SB group. The mean Lysholm, Tegner, and IKDC scores improved significantly in both groups compared with preoperation scores (P < .05). No patient had a positive Lachman test result. No significant differences were found between groups in functional scores, incidence of pivot shift, ROM, Lachman test, KT-2000 arthrometer anterior laxity, or time and level of return to sport. CONCLUSION: Both SB and DB ACL reconstruction with 6- to 8-stranded HG showed satisfactory results in subjective scores and anteroposterior and rotational stability over a nearly 7-year follow-up; neither technique was superior.",2016
201,27289276,2016 Dec,2016 Jun 8,Arthroscopy,"['Tian S', 'Wang Y', 'Wang B', 'Liu L', 'Ha C', 'Li Q', 'Sun K']",Sun K,"Anatomic Double-Bundle Anterior Cruciate Ligament Reconstruction With a Hamstring Tendon Autograft and Fresh-Frozen Allograft: A Prospective, Randomized, and Controlled Study.",32,12,2521-2531,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27289276', '10.1016/j.arthro.2016.04.013', 'S0749-8063(16)30157-8']",10.1016/j.arthro.2016.04.013,"['2016/01/04 00:00', '2016/04/10 00:00', '2016/04/18 00:00', '2016/06/13 06:00', '2017/09/15 06:00', '2016/06/13 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2016.04.013,2016 Dec;32(12):2521-2531,"PURPOSE: To compare the clinical outcome of anatomic double-bundle (DB) anterior cruciate ligament (ACL) reconstruction with a hamstring tendon autograft versus fresh-frozen allograft. METHODS: Between January 2010 and December 2011, in a prospective randomized study, we included 157 patients who were planned to receive anatomic DB ACL reconstruction with a hamstring tendon autograft or fresh-frozen allograft. All surgeries were performed by the same senior surgeon with the DB reconstruction technique. The fixation of femoral side grafts was by means of an EndoButton, and the tibial side grafts were fixed with a bioabsorble interference screw augmented with a staple. The same rehabilitation protocol was applied to all the patients. Patients were evaluated preoperatively and at the follow-up points. Evaluations included detailed history, physical examination, radiograph, functional knee ligament testing, KT-2000 arthrometer testing, Harner's vertical jump and Daniel's one-leg hop tests, Lysholm score, Tegner score, the International Knee Documentation Committee (IKDC) standard evaluation form, and Cincinnati knee score. RESULTS: One hundred and twenty-one patients (Auto, 62; Allo, 59) fulfilled complete follow-up and got full clinical evaluations. The mean follow-up was 4.6 years (4.0 to 5.5 years) for both groups. No significant differences were found between the 2 groups according to the evaluations aforementioned except that patients in the Allo group had shorter operation time compared with the Auto group (P = .001). Fifty-three (85.5%) patients in the Auto group and 50 (84.7%) patients in the Allo group had a side-to-side difference of less than 3 mm. Four (6.5%) patients in the Auto group and 4 (6.8%) patients in the Allo group had a side-to-side difference of more than 5 mm. Fifty-nine (95.8%) patients in the Auto group and 55 (93.2%) patients in the Allo group were normal or nearly normal according to the overall IKDC. According to the subjective IKDC, the average scores were 90 and 89 points, respectively, for the Auto and Allo groups. The mean Lysholm and Tegner scores were 90 points and 7.9 points for the Auto group, respectively, and 89 points and 7.8 points for the Allo group, respectively. For the Cincinnati knee score, the average scores were 91 and 90 points, respectively, for the Auto and Allo groups. A total of 11.3% (7 of 62) of patients in the Auto group and 11.9% (7 of 59) of patients in the Allo group had an arthritic progression. There was no statistical difference between the 2 groups at the final follow-up. CONCLUSIONS: With the anatomic DB ACL reconstruction technique, comparable objective and subjective clinical results can be achieved with the use of a fresh-frozen hamstring tendon allograft compared with an autograft. LEVEL OF EVIDENCE: Level II, prospective randomized clinical trial.",2016
