,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,abstract,year
41,39686717,2025 Sep,2024 Dec 17,Knee Surg Sports Traumatol Arthrosc,"['Sevinc C', 'Gürler V', 'Harput G', 'Ocguder A', 'Ergen FB', 'Tunay VB']",Tunay VB,"Blood flow restriction training with cross education for quadriceps muscle recovery after anterior cruciate ligament reconstruction: A prospective, randomized, controlled, single-blind clinical trial.",33,9,3088-3097,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['39686717', '10.1002/ksa.12553']",10.1002/ksa.12553,"['2024/11/17 00:00', '2024/07/01 00:00', '2024/11/17 00:00', '2025/08/31 19:43', '2024/12/17 11:49', '2024/12/17 03:13']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1002/ksa.12553,2025 Sep;33(9):3088-3097,"PURPOSE: Recently, blood flow restriction (BFR) and cross education (CE) trainings are the options for quadriceps strength recovery after anterior cruciate ligament reconstruction (ACLR). The aim of this study was to investigate the effects of CE combined with BFR on quadriceps strength and thickness after ACLR. METHODS: Twenty-four male patients [(Age: 24.9 +/- 6.3 years, body mass index: 24 +/- 2.3 kg/m(2)) who had undergone ACLR with hamstring autograft were included. At 4 weeks after surgery, the patients were randomly divided into two groups (Group-1: CE + BFR, n = 13, Group-2: CE, n = 11). All patients had standardized rehabilitation for their reconstructed limb until 12 weeks postsurgery, and they all received CE training for uninjured limb at isokinetic system (quadriceps eccentric contraction, 60 degrees /s 3-set 12-rep, 2-days in a week) during 8 weeks. Group 2 performed the same CE procedure with BFR. Quadriceps isometric strength was measured using an isokinetic dynamometer, while the thickness of quadriceps (rectus femoris, vastus lateralis, vastus medialis obliquus) and cross-sectional area of rectus femoris were evaluated using ultrasound pretraining (4th-week postsurgery) and posttraining (12th-week postsurgery). Analysis of variance was used for statistical analysis. RESULTS: Group-by-time interaction and the group main effect were not significant for any measured variables in both limbs (p > 0.05). There was a significant main effect of time observed for quadriceps strength and thickness in involved and uninvolved limbs (p < 0.001, p < 0.05, respectively). In Group 1, the limb symmetry index for quadriceps strength increased from 49.3% to 71.7%, while in Group 2, it increased from 50.9% to 75.2%. CONCLUSION: BFR training, adapted to CE eccentric strengthening, may not be effective for quadriceps muscle strength recovery after ACLR. Further investigations with varied training protocols are needed to research the impact of BFR on CE. LEVEL OF EVIDENCE: Level II randomized controlled trial.",2025
42,39669710,2024 Dec,2024 Dec 12,Orthop J Sports Med,"['Cruz CA', 'Pruneski JA', 'McAllister RN', 'Riopelle D', 'Bottoni CR']",Bottoni CR,Fifteen-Year Radiographic Follow-up Comparison of Early Versus Delayed ACL Reconstruction: A Retrospective Review of a Previous Prospective Randomized Clinical Trial.,12,12,23259671241298753,['English'],101620522,2325-9671,2325-9671,['Journal Article'],PubMed,,"['39669710', 'PMC11635895', 'pmc-id: PMC11635895;', '10.1177/23259671241298753', '10.1177_23259671241298753']",10.1177/23259671241298753,"['2024/09/27 00:00', '2024/10/10 00:00', '2024/12/13 11:33', '2024/12/13 11:32', '2024/12/13 05:01', '2024/12/12 00:00']",[],1,47,Orthopaedic journal of sports medicine,doi: 10.1177/23259671241298753,2024 Dec;12(12):23259671241298753,"BACKGROUND: Posttraumatic osteoarthritis (PTOA) after anterior cruciate ligament injury and reconstruction (ACLR) is a prevalent cause of long-term disability. Few studies have compared the effect of ACLR timing on the development of PTOA. PURPOSE/HYPOTHESIS: The purpose of this study was to compare the rate of PTOA at a long-term follow-up between patients who underwent early ACLR (<21 days after injury) versus delayed ACLR (>6 weeks after injury). The authors hypothesized that patients who underwent early ACLR would have lower rates of PTOA compared with the delayed ACLR cohort. STUDY DESIGN: Cohort study; Level of evidence, 2. METHODS: The authors contacted patients from a previous prospective randomized controlled trial who were randomized to undergo either early (<21 days) or delayed (>6 weeks) ACLR with hamstring tendon autografts. Weightbearing radiographs were obtained at a minimum 15-year follow-up, and radiographic PTOA was evaluated using the Kellgren-Lawrence (K-L) classification system. The prevalence of pathologies was compared between the early and delayed groups using appropriate testing, and logistic regression was used to evaluate for associations with failure-a K-L grade of >/=2 or conversion to total knee arthroplasty (TKA). RESULTS: At a mean follow-up of 15.6 years, radiographs were obtained for 58 (28 early, 30 delayed) of the original 69 (84.1%) patients. High rates of PTOA (K-L grade >/=2) were observed in the early (82.1%) and delayed (86.7%) cohorts (P = .634). Two (7.1%) patients in the early cohort converted to TKA compared with 4 (13.3%) patients in the delayed cohort (P = .44). Surgical timing did not affect arthritis severity (P>/= .4), and no factors predicted developing radiographic PTOA in either cohort (P > .2). Increased time from injury decreased the odds of failure in the early ACLR cohort (odds ratio, 0.79; P = .041). CONCLUSION: In this study, >80% of patients who underwent ACLR with hamstring tendon autografts had radiographic evidence of PTOA at a mean 15.6-year follow-up, with no difference in the prevalence or severity of PTOA between the early and delayed groups. In addition, 11% of patients had converted to TKA by the time of the final follow-up, and the conversion rate did not differ according to the timing of ACLR.",2024
43,39555324,2024 Nov,2024 Nov 15,Orthop J Sports Med,"['Sumanont S', 'Jaruwanneechai K', 'Wittayapairoj A', 'Apiwatanakul P', 'Boonrod A']",Boonrod A,Postoperative Pain Control After ACL Reconstruction With Semitendinosus Tendon Graft: A Randomized Controlled Trial Comparing Adductor Canal Block to Local Infiltration Analgesia.,12,11,23259671241292604,['English'],101620522,2325-9671,2325-9671,['Journal Article'],PubMed,,"['39555324', 'PMC11565623', 'pmc-id: PMC11565623;', '10.1177/23259671241292604', '10.1177_23259671241292604']",10.1177/23259671241292604,"['2024/04/16 00:00', '2024/04/30 00:00', '2024/11/18 16:21', '2024/11/18 16:20', '2024/11/18 06:37', '2024/11/15 00:00']",[],1,21,Orthopaedic journal of sports medicine,doi: 10.1177/23259671241292604,2024 Nov;12(11):23259671241292604,"BACKGROUND: Both adductor canal block (ACB) and local infiltration (LI) are effective for postoperative pain management after arthroscopic-assisted anterior cruciate ligament (ACL) reconstruction (ACLR). While LI is a more straightforward procedure, its effectiveness remains debated. PURPOSE: To evaluate morphine consumption within 48 hours after ACLR with a semitendinosus tendon graft, comparing ACB and LI; secondary objectives: to evaluate pain levels, patient satisfaction, quadriceps strength, range of knee motion, and complications. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Patients undergoing primary ACLR with a semitendinosus tendon graft were randomized to receive either ACB (0.25% bupivacaine; 20 mL) or LI at the surgical wound, graft harvest area, and intra-articular injection. The LI group received morphine (3 mg), ketorolac (30 mg), and tranexamic acid (1 g). Morphine consumption within 48 hours was monitored using an intravenous patient-controlled analgesia device. RESULTS: A total of 48 patients were analyzed (n = 24 in each group); baseline characteristics were similar between groups. The LI group consumed significantly less morphine than the ACB group at 6 hours (median [interquartile range, IQR], 3 mg [0-4.8 mg] for the LI group vs 5.5 mg [2-9] for the ACB group; P = .003). However, no significant differences were observed in morphine consumption at other time points. Additionally, no significant difference was found in cumulative morphine consumption at 48 hours between the groups (median [IQR], 21.5 mg [11-34.5 mg] for the ACB group vs 16.5 mg [8.5-21.8 mg] for the LI group; P = .137). Postoperative pain scores, quadriceps strength, and patient satisfaction were similar between the 2 groups. CONCLUSION: Morphine consumption at 48 hours postoperatively was comparable between the LI and ACB groups, and no significant group differences were found in postoperative pain, quadriceps strength, or patient satisfaction. REGISTRATION: TCTR20190320003 (Thai Clinical Trial Registry).",2024
44,39524273,2024 Nov,,J Orthop Case Rep,"['Sakale H', 'Moti RK', 'Agrawal AC', 'Kar BK', 'Chauhan D', 'Garg AK']",Garg AK,Functional Outcomes in ACL Reconstruction: A Randomized Controlled Trial Comparing All-Inside and Transportal Techniques.,14,11,232-239,['English'],101641392,2250-0685,2321-3817,['Journal Article'],PubMed,ppublish,"['39524273', 'PMC11546036', 'pmc-id: PMC11546036;', '10.13107/jocr.2024.v14.i11.4978', 'JOCR-14-232']",10.13107/jocr.2024.v14.i11.4978,"['2024/08/02 00:00', '2024/09/15 00:00', '2024/11/14 04:00', '2024/11/14 03:59', '2024/11/11 05:28', '2024/11/01 00:00']",[],1,25,Journal of orthopaedic case reports,doi: 10.13107/jocr.2024.v14.i11.4978,2024 Nov;14(11):232-239,"INTRODUCTION: The two techniques to fix a torn ACL are the Transportal and All-Inside Techniques. However, the argument about which method is better for functional outcomes keeps going on. The aim was to look at how well these two treatments worked and their effects. We hypothesized that All-Inside and Transportal ACL reconstruction procedures would yield similar functional results. MATERIALS AND METHODS: The study included 45 patients with ACL insufficiency from AIIMS, Raipur, India. Half of each ACL approach was represented by 22 AI and 23 TP participants, randomly assigned to each group. Preoperative and post-operative VAS, IKDC, and range of motion were determined at 1, 3, and 6 months. The study used IBM SPSS v20 for Data Analysis, comparing two groups using a t-test. P < 0.05 was fixed for Statistical significance. RESULTS: The study was dominated by young males (86.7%, 18-30 years), mainly students (44.4%). Comparable IKDC scores over time (P = 0.628); significant VAS score difference (P = 0.001). A similar movement range (P = 0.153) was observed. AI group had slightly smaller grafts (non-significant, P = 0.235). Similar Lachmann Grade distributions pre- and post-surgery; no significant post-operative complication in either group. CONCLUSION: When comparing the methods' functionalities, no statistically significant gaps emerged. All-Inside approach preserves bone and gracilis tendon, reduces post-operative pain, and strengthens knee flexors. Although, early rehabilitation favors all inside, both methods are equally effective over time. In comparison to the traditional Transportal Technique, All Inside has a greater learning curve and costs more.",2024
45,39526870,2025 Feb,2024 Nov 11,J Sports Med Phys Fitness,"['Yang X', 'Li Y', 'He C', 'Jin T', 'Huang Y']",Huang Y,Early versus delayed start of weight-bearing after arthroscopic anterior cruciate ligament reconstruction with hamstring tendons.,65,2,230-237,['English'],0376337,0022-4707,1827-1928,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['39526870', '10.23736/S0022-4707.24.16134-8', 'S0022-4707.24.16134-8']",10.23736/S0022-4707.24.16134-8,"['2025/01/23 06:26', '2024/11/13 13:52', '2024/11/11 09:44']",[],1,0,The Journal of sports medicine and physical fitness,doi: 10.23736/S0022-4707.24.16134-8,2025 Feb;65(2):230-237,"BACKGROUND: The aim of this prospective randomized clinical study was to compare the clinical and second-look arthroscopic outcomes of early weight-bearing and delayed weight-bearing rehabilitation protocols following anterior cruciate ligament (ACL) reconstruction with hamstring tendons. METHODS: This prospective study involved 90 patients who underwent ACL reconstruction with hamstring tendons. The patients were randomly assigned to either perform weight-bearing exercises at three weeks postoperatively (group A) or at one week postoperatively (group B). Evaluation of the patients was conducted at 3, 6, and 12 months postoperatively, focusing on knee range of motion, thigh circumference, and knee function assessed using the International Knee Documentation Committee (IKDC) form and Lysholm knee score. Graft evaluation was performed based on tension, tear, and synovial coverage via second-look arthroscopy at least one year after reconstruction. RESULTS: Group B exhibited significantly greater knee extension and flexion angles at 3 and 6 months compared to group A. IKDC and Lysholm scores were significantly higher in group B at 3 and 6 months. Additionally, the difference in thigh circumference between groups A and B was smaller at all evaluation periods, indicating less muscle atrophy in group B. Furthermore, there was no significant difference in synovial coverage, graft tear, or tension between the two groups based on second-look arthroscopy findings. CONCLUSIONS: This study demonstrates that an early weight-bearing protocol leads to faster recovery of knee joint function and muscle strength, facilitating a quicker return to sports activities. Additionally, there was no significant difference in graft morphology observed at second-look arthroscopy between the two groups at one year postoperative. Therefore, clinicians are encouraged to develop suitable early weight-bearing rehabilitation protocols for patients who have undergone ACL surgery.",2025
46,39343075,2025 Jun,2024 Sep 28,Arthroscopy,"['Ramakanth R', 'Sundararajan SR', 'Sujith BSG', ""D'Souza T"", 'Arumugam P', 'Rajasekaran S']",Rajasekaran S,"Medial Collateral Ligament Repair, Isolated Suture-Tape-Bracing and No Repair for Grade III Medial Collateral Ligament Tears During Anterior Cruciate Ligament Reconstruction Have Similar Outcome for Combined Anterior Cruciate Ligament With Medial Collateral Ligament Injury: A 3-Arm Randomized Controlled Trial.",41,6,2021-2032,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial', 'Comparative Study']",PubMed - indexed for MEDLINE,ppublish+epublish,"['39343075', '10.1016/j.arthro.2024.09.023', 'S0749-8063(24)00739-4']",10.1016/j.arthro.2024.09.023,"['2024/04/08 00:00', '2024/09/06 00:00', '2024/09/07 00:00', '2025/05/31 00:37', '2024/09/30 04:18', '2024/09/29 19:17']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2024.09.023,2025 Jun;41(6):2021-2032,"PURPOSE: To compare various medial collateral ligament (MCL) management strategies (repair vs isolated suture-tape bracing vs no repair) combined with anterior cruciate ligament (ACL) reconstruction and analyze the results of MCL subtypes (femoral-sided, mid-substance, and tibial-sided tears) that occur at distinct levels. METHODS: This study was a double-blind, prospective 3-arm randomized controlled trial. Ninety-six consecutive patients with combined ACL and grade III MCL acute & subacute injuries between 2020 and 2022 with minimum 24-month follow-up were included in the study. Chronic MCL injuries and other ligament injuries were excluded, and computer-generated randomization was performed for allotment into 3 MCL management groups. ACL reconstruction with hamstring autograft was performed and the MCL underwent repair in group 1 (n = 33), isolated suture-tape-bracing in group 2 (n = 32), and no repair in group 3 (n = 31). At follow-up, stress radiographs were used to analyze anterior and medial laxity. The International Knee Documentation Committee score, Lysholm score, Knee Injury and Osteoarthritis Outcome Score, duration of surgery, and cost of surgery were compared. In addition, subgroup analysis was performed to assess outcomes based on location of MCL injury. RESULTS: Demographic data, duration of injury, mode of injury, and distinct level of MCL injury were similar across groups. Overall, the incidence rates of MCL tears on the femoral side, at the midsubstance, and on the tibial side were 58.3%, 18.7%, and 23.0%, respectively. Postoperatively, significant improvements in range of motion (ROM) and functional scores were observed in all 3 groups (P </= .05); however, there were no statistically significant differences among the 3 groups at final follow-up in anterior tibial translation (P = .94), medial opening at 0 degrees  of flexion (P = .8) and 30 degrees  of flexion (P = .64), ROM (P = .39), International Knee Documentation Committee score (P = .17), Lysholm score (P = .14), and Knee Injury and Osteoarthritis Outcome Score (P = .68). Three patients in group 2 had stiffness at 3 months: 2 were treated with continuous passive motion and physiotherapy, and 1 needed arthrolysis. Medial opening (at 0 degrees  and at 30 degrees ) was greater in group 3 patients with mid-substance MCL tears (P = .042 and P = .043, respectively). On minimal clinically important difference analysis, more than 80% of patients had improvement in ROM and functional scores, as well as medial opening of less than 5 mm, suggestive of successful outcomes in all 3 groups. The duration of surgery was longer in the repair group (P = .001), whereas cost was higher in the suture-tape bracing group (P = .003). CONCLUSIONS: MCL treatment with repair, isolated suture-tape-bracing, and no repair results in good radiologic outcomes (medial stress laxity) and functional outcomes when combined with ACL reconstruction. MCL repair or isolated suture-tape-bracing more effectively restores medial-sided stability. Mid-substance MCL tears may need an additional procedure (repair or bracing) to restore medial stability. LEVEL OF EVIDENCE: Level I, randomized controlled trial.",2025
47,39221503,2024 Sep,2024 Sep 2,Am J Sports Med,"['Popovic M', 'Myhre JR', 'Holen JIH', 'Gifstad T', 'Strand IL', 'Strand T', 'Mo IF', 'Fischer-Bredenbeck C', 'Drogset JO']",Drogset JO,Reduced Knee Flexion Strength 18 Years After ACL Reconstruction With Hamstring Tendon Versus Patellar Tendon.,52,11,2750-2757,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial', 'Comparative Study', 'Multicenter Study']",PubMed - indexed for MEDLINE,ppublish+epublish,"['39221503', '10.1177/03635465241271524']",10.1177/03635465241271524,"['2024/09/14 15:46', '2024/09/02 08:45', '2024/09/02 05:34']",[],1,0,The American journal of sports medicine,doi: 10.1177/03635465241271524,2024 Sep;52(11):2750-2757,"BACKGROUND: Bone-patellar tendon-bone (BPTB) and double-looped semitendinosus and gracilis (hamstring) grafts are commonly used for anterior cruciate ligament (ACL) reconstruction. Short-term and midterm studies show little or no differences between the 2 grafts; however, there are only a few long-term studies to compare results between the 2 grafts. PURPOSE: To compare the results after using either BPTB grafts or hamstring tendon grafts 18 years after ACL reconstruction. STUDY DESIGN: Randomized controlled trial; Level of evidence 2. METHODS: A total of 114 patients with ACL rupture between 2001 and 2004 were randomized to reconstruction with either a BPTB graft or a hamstring tendon graft. Patients were operated on at 4 major hospitals. The 18-year follow-up evaluation included anterior knee laxity measured with a KT-1000 arthrometer, defined as the primary outcome, while clinical examination (Lachman and pivot-shift tests), isokinetic testing of muscle strength, patient-reported outcome measures, and an assessment of radiographic osteoarthritis using the Kellgren-Lawrence classification were defined as secondary outcomes. RESULTS: A total of 96 patients (84%, 47 BPTB and 49 hamstring grafts) were available for follow-up, 71 of these for clinical examination. Seven of 96 patients were excluded for ACL revision (n = 5) or knee replacement (n = 2) surgery. In total, 25 patients (10 BPTB and 15 hamstring grafts) had undergone additional surgery other than ACL revision or total knee arthroplasty. There were no significant differences between the groups in terms of anterior laxity test with KT-1000 arthrometer (primary outcome). In secondary outcomes, no significant differences between groups were reported regarding clinical examination, patient-reported outcome scores, or radiographic osteoarthritis (Kellgren-Lawrence grade 2-4 for patellofemoral joint [18 hamstring and 14 BPTB] or tibiofemoral joint [20 hamstring and 19 BPTB]), while isokinetic testing revealed that the hamstring group had a 10.7% reduction in mean peak flexion torque compared with the BPTB group at 60 deg/s (df = 59; P = .011). At 60 deg/s the mean total flexion work in the hamstring group was reduced by 17.2% compared with the BPTB group (df = 59; P = .002). CONCLUSION: The flexion strength in the hamstring group was significantly reduced in the operated knee after 18 years. There were no significant differences between the groups regarding subjective outcomes, patient-reported outcomes, range of motion, clinical and instrumented knee laxity, and the development of osteoarthritis. REGISTRATION: NCT05876013 (ClinicalTrials.gov identifier).",2024
48,38911895,2024 Jun,2024 Jun 22,Rev Bras Ortop (Sao Paulo),"['Varghese P', 'Patra SK', 'Das G', 'Patro BP', 'Jain G', 'P HM']",P HM,Comparison of the Functional Outcomes of Arthroscopic Anterior Cruciate Ligament Reconstruction through the All-inside and Outside-in Techniques: A Double-Blinded Randomized Controlled Trial.,59,3,e385-e392,['English'],0123326,0102-3616,1982-4378,['Journal Article'],PubMed,,"['38911895', 'PMC11193577', 'pmc-id: PMC11193577;', '10.1055/s-0044-1786726', 'RBO-D-23-00132']",10.1055/s-0044-1786726,"['2023/06/04 00:00', '2024/02/20 00:00', '2024/06/24 06:42', '2024/06/24 06:41', '2024/06/24 05:30', '2024/06/01 00:00']",[],1,23,Revista brasileira de ortopedia,doi: 10.1055/s-0044-1786726,2024 Jun;59(3):e385-e392,"Objective  To compare the functional outcomes of anterior cruciate ligament (ACL) reconstruction with hamstring autograft (HA) through the all-inside (AI) technique with adjustable-loop cortical Endobutton (Smith & Nephew, Watford, Hertfordshire, England) on the sides of the femur and tibia and through the outside-in (OI) technique using an interference screw on the tibial side and a cortical Endobutton on the femoral side. Materials and Methods  The present is a double-blinded randomized controlled trial (RCT) of 44 patients undergoing arthroscopic ACL reconstruction from February 2019 to February 2022 in a tertiary care hospital. As per computer-based randomization, the patients were distributed into two groups: the AI and OI groups. Both groups were evaluated for 12 months using the Visual Analog Scale (VAS), the Lysholm Knee Scoring Scale, and part I (pain score) and part II (function score) of the Knee Society Score (KSS). Results  On postoperative day 2, the VAS score was significantly higher in the OI group ( p  = 0.0001), but insignificant ( p  = 0.807) at 6 weeks. At 3, 6, and 12 months of follow-up, the score on the Lysholm Knee Scoring Scale was significantly higher ( p  = 0.001) in the AI group. At 6 months, both parts of the KSS showed a significant difference, with the AI group presenting a better outcome ( p  = 0.04). However, at 12 months, the AI group presented a better score on part I of the KSS, but no differences were observed regarding part II. Conclusion  In a follow-up of 12 months, the patients submitted to the AI technique presented better outcome scores and pain relief than those submitted to the OI technique.",2024
49,38845474,2024 Jul,2024 Jun 7,Am J Sports Med,"['Mo IF', 'Harlem T', 'Faleide AGH', 'Strand T', 'Vindfeld S', 'Solheim E', 'Inderhaug E']",Inderhaug E,ACL Reconstruction Using Quadrupled Semitendinosus Versus Double-Stranded Semitendinosus and Gracilis Autograft: 2-Year Results From a Prospective Randomized Controlled Study.,52,8,1927-1936,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38845474', '10.1177/03635465241254048']",10.1177/03635465241254048,"['2024/07/01 06:41', '2024/06/07 06:43', '2024/06/07 03:43']",[],1,0,The American journal of sports medicine,doi: 10.1177/03635465241254048,2024 Jul;52(8):1927-1936,"BACKGROUND: A disadvantage of using hamstring tendon autograft consisting of the semitendinosus and gracilis tendons for anterior cruciate ligament reconstruction is pain from tendon harvesting and persistent hamstring weakness. In the tendon-sparing all-inside technique, a quadrupled semitendinosus graft and adjustable-loop cortical fixation are suggested to give less postoperative flexion deficits while displaying overall similar clinical results to the traditional hamstring technique. However, there are a limited number of high-quality studies comparing these techniques with inconsistent results. PURPOSE: To investigate differences between the all-inside (quadrupled semitendinosus) and traditional hamstring (double-stranded semitendinosus and gracilis) technique regarding (1) self-reported function, (2) hamstring strength, and (3) knee laxity. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: A total of 98 patients were randomized to either the all-inside or the traditional hamstring technique. Perioperatively, duration of surgery and graft size were obtained. The International Knee Documentation Committee 2000 Subjective Knee Form score, Knee injury and Osteoarthritis Outcome Score, Tegner Activity Scale score, knee laxity (KT-1000 arthrometer side-to-side difference and pivot shift), range of motion, isokinetic knee strength, and hop test score were collected preoperatively and 2 years postoperatively. Return-to-sport readiness was evaluated 9 months postoperatively. RESULTS: A total of 89 patients completed 2-year follow-up, 45 patients with the all-inside technique and 44 patients with the traditional hamstring technique. There were no significant differences between groups in any of the outcome measures 2 years after surgery, but there was a tendency in the all-inside group toward having increased anterior translation (mean, 3.6 mm vs 2.7 mm), a higher number of revision surgeries (5 patients vs 2 patients), and more patients having +1 and +2 pivot-shift values (29 vs 18 patients) when compared with the traditional group. CONCLUSION: The all-inside technique yields equivalent results to the traditional hamstring technique 2 years after surgery and should be considered a reliable technique to use for ACL reconstruction. Sparing the gracilis tendon does not lead to less persistent hamstring weakness. Long-term follow-up is needed to further determine whether the tendency of increased anterior translation seen at 2 years postoperatively will lead to a higher risk of graft failure.",2024
50,38811116,2024 Jul,2023 Dec 13,Clin Sports Med,['Getgood AMJ'],Getgood AMJ,Avoiding Graft Failure: Lessons Learned from the Stability Trial.,43,3,367-381,['English'],8112473,0278-5919,1556-228X,"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', 'Pragmatic Clinical Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38811116', '10.1016/j.csm.2023.08.005', 'S0278-5919(23)00109-6']",10.1016/j.csm.2023.08.005,"['2024/05/30 05:45', '2024/05/30 05:44', '2024/05/29 20:58']",[],1,0,Clinics in sports medicine,doi: 10.1016/j.csm.2023.08.005,2024 Jul;43(3):367-381,"The Stability Study was a multicenter, pragmatic, parallel groups, randomized clinical trial comparing hamstring tendon autograft anterior cruciate ligament reconstruction with or without the addition of lateral extra-articular tenodesis in young patients at high risk of graft failure. Having recruited 618 patients with a 5% loss to follow up, we were able to demonstrate a clinically and statistically significant reduction in clinical failure and graft rupture at 2 years postoperative. No differences in patient-reported outcomes (PROs) were demonstrated between groups; however, patients who experienced an adverse event had significantly worse PROs than those who did not.",2024
51,38794906,2024 Jun,2024 May 25,Am J Sports Med,"['Nakanishi Y', 'Hegarty P', 'Vivacqua T', 'Firth A', 'Milner JS', 'Pritchett S', 'Willits K', 'Litchfield R', 'Bryant D', 'Getgood AMJ']",Getgood AMJ,Quantitative MRI Analysis of Patellofemoral Joint Cartilage Health 2 Years After Anterior Cruciate Ligament Reconstruction and Lateral Extra-Articular Tenodesis.,52,7,1773-1783,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38794906', '10.1177/03635465241248642']",10.1177/03635465241248642,"['2024/06/01 20:44', '2024/05/25 10:51', '2024/05/25 03:53']",[],1,0,The American journal of sports medicine,doi: 10.1177/03635465241248642,2024 Jun;52(7):1773-1783,"BACKGROUND: The addition of an iliotibial band-based lateral extra-articular tenodesis (LET) to anterior cruciate ligament (ACL) reconstruction (ACLR) has been shown to reduce failure rates. However, there are concerns as to the potential overconstraint of tibiofemoral kinematics that may increase the risk of cartilage degradation. To date, no clinical study has investigated the effect of LET on patellofemoral joint articular cartilage health. HYPOTHESIS: It was hypothesized that at 2 years postoperatively, (1) the addition of LET at the time of ACLR would have no effect on cartilage health on magnetic resonance imaging (MRI), and (2) higher cartilage relaxation values would be associated with worse patient-reported and functional outcomes. STUDY DESIGN: Cohort study; Level of evidence, 3. METHODS: A subset of patients from the STABILITY 1 randomized controlled trial were included. All patients underwent primary ACLR with a hamstring autograft. Patients were randomized to either LET augmentation or not. Cartilage status in the patellofemoral joint between the ACLR group and ACLR+LET group was compared using 2-year postoperative quantitative MRI and the ACL osteoarthritis scores of both the surgical and the contralateral nonsurgical knees. Objective functional outcomes and patient-reported outcome measures (PROMs) were attained. RESULTS: A total of 92 patients (43 patients in the ACLR group; mean age, 18.9 +/- 3.2 years; 60.5% female; and 49 patients in the ACLR+LET group; mean age, 18.7 +/- 3.2 years, 63.3% female) were included. No significant differences were seen in the mean values (ms) for adjusted T1rho/T2 relaxation times in the medial patella (47.8/42.2 vs 47.3/43.2), central patella (45.5/42.5 vs 44.1/42.7), lateral patella (48.2/43.5 vs 47.3/43.0), medial trochlea (54.7/50.9 vs 56.4/50.9), central trochlea (53.3/51.1 vs 53.1/52.0), and lateral trochlea (54.9/52.1 vs 53.9/52.6) between the ACLR and ACLR+LET groups. No difference in overall ACL osteoarthritis scores was observed (P = .99). An increase in medial patellar T2 relaxation times was associated with a decreasing International Knee Documentation Committee score (P = .046), Knee injury and Osteoarthritis Outcome Score (KOOS) Symptoms subscale score (P = .01), and total KOOS (P = .01). CONCLUSION: There was no statistical difference in patellofemoral cartilage health between knees 2 years after primary ACLR with hamstring tendon autograft with or without LET. Statistically significant correlations were found between quantitative MRI relaxation times, functional outcome scores, and PROMs; however, the correlations were weak and the clinical significance is unknown. REGISTRATION: NCT02018354 (ClinicalTrials.gov identifier).",2024
